gene	P1_1	P1_2	P1_3	P1_4	P1_5	P1_6	P2_1	P2_2	P2_3	P2_4	P2_5	P2_6	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_4_P1	HYB_5_P1	HYB_6_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	HYB_4_P2	HYB_5_P2	HYB_6_P2
CG7438	725.626486433853	705.589605704838	664.412709626415	507.49429068923	474.084001981885	484.497473095076	655.549762325098	640.588093458684	624.846232429764	633.913733458813	593.896021532973	650.91374428307	857.707035094337	803.269240502402	717.618317038823	736.161019004801	652.752067385031	366.10861864649	618.371966535695	787.672833596757	807.789364941031	907.11325681231	980.050230009801	869.325278970339
CG7439	150.72756060115	225.454666911605	181.662209214311	208.74765158892	163.968902941103	160.106923580269	212.418450117745	161.946428121577	211.812282179581	136.769058931182	126.202904575757	119.322278040914	158.054121946131	125.714901460742	128.226470442674	172.052958464724	194.006806405458	141.305080881101	119.612095716759	193.88869750074	113.773149991695	126.830424964639	179.253720001793	71.207531383236
CG7449	152.061432818859	175.353629820137	198.482784141562	198.747764087654	175.850707502053	221.365224776198	185.993188380609	121.159920298365	150.71258539701	170.41858930314	180.289863679652	159.334538940861	139.087627312595	145.306834155922	105.730598435187	163.591337556622	167.735051371386	179.842830212311	198.601215529712	266.596959063518	191.138891986047	212.3031026582	183.150540001832	189.886750355296
CG7450	232.093765881416	285.297572326414	296.042118719618	288.746751599045	172.286166133768	332.743954223342	145.338939554246	113.96230127074	207.738969060743	225.777494108619	221.650479464985	206.491846430085	250.779206821194	179.592716372488	134.97523204492	203.078901794428	206.132231805799	263.341287096598	261.792511380075	173.114908482804	245.75000398206	181.974087992743	163.666440001637	255.160320789929
CG7453	532.215014866006	538.586148733279	497.88901784663	584.993418824038	562.009355732911	531.833433110112	469.556573944489	428.258332143727	360.895542329055	464.58061287735	407.242986194039	401.551618317327	512.095355105464	558.370081812646	546.649689781925	719.237777188598	519.372387981278	696.890967072705	401.716095048736	476.06599832771	514.254637962459	471.478318890289	448.134300004481	510.320641579858
CG7457	408.164898619042	347.923868690749	336.41149854502	296.246667224994	361.206858652865	318.821613042449	396.378926057036	435.455951171353	358.451554457752	430.931082505392	316.037525744332	391.54855309234	246.564430235964	303.674956775298	274.449638491337	304.618352691642	282.926592674626	337.205306648083	313.699647257159	360.079009644232	252.576392981562	253.660849929278	294.209910002942	267.028242687135
CG7461	601.576370186889	732.031819725335	526.483995222957	604.993193826569	558.444814364626	666.880142564774	645.386200118507	590.204760265304	703.053844311455	638.255608345518	616.167122340459	575.176250436741	526.84707315377	473.471706800197	578.143910592406	544.364278421174	549.685951482131	507.413699527591	580.005822626546	592.052987011188	587.069453957144	570.736912340876	518.277060005183	442.080090670923
CG7466	285.448654589788	370.190996286956	304.452406183243	226.247454716134	194.861594799572	249.209907137984	400.444350939672	406.66547506085	437.473828963211	375.572177699913	395.577171485355	382.259992526281	442.551541449167	320.001567354616	236.20665607861	174.873498767424	185.923189471897	70.6525404405507	422.027583000639	460.485656564258	477.847229965117	556.95099658385	687.788730006878	753.613040472581
CG7481	200.080832656393	240.763317133998	237.170106474239	192.497834399363	210.307940728806	219.972990658109	147.371651995565	175.142063005558	149.897922773242	154.136558477999	201.500435877259	171.481118142631	155.946733653516	213.878598589054	220.459545673369	208.719982399829	173.797764071556	276.187203540335	234.710527444205	219.855933773161	213.893521984386	215.060285809605	179.253720001793	207.688633201105
CG7484	384.155198700275	409.15846958032	339.77561353047	374.99578129746	373.088663213814	409.316830718254	361.822814554628	319.094443558071	358.451554457752	399.452489576787	377.54818511739	370.113413324512	387.759445841175	323.266889470479	467.914137755722	383.593481167252	396.097229744477	398.223409755831	374.634111112866	315.069133438703	409.5833399701	347.405077077055	237.706020002377	391.641422607798
CG7487	397.493920877368	370.190996286956	403.693798254024	389.995612549359	428.933144650277	322.998315396717	447.196737089989	423.459919458643	509.97880247853	483.033581145843	443.300958929969	440.849374558347	349.826456574103	409.79792554086	337.438080112299	327.182675113245	396.097229744477	404.6463679777	288.874495315945	373.928202322856	300.361115978074	352.919443379865	319.539240003195	335.268793596069
CG7492	588.237648009796	624.871268168584	600.494524902861	623.742982891442	601.219310784045	657.134503738149	633.189925470598	687.372617138251	644.398135400187	782.622948328432	677.677781713517	580.177783049234	526.84707315377	564.900726044372	530.902579376684	507.697254486069	602.229461550276	716.159841738309	589.033150605169	702.846528440183	518.805563962127	446.663670527642	543.606390005436	617.131938654712
CG7498	245.432488058509	244.938403558287	232.123933996064	262.497046908222	318.432362233447	239.464268311359	292.710591549811	263.912697679608	293.278544556343	255.085149593872	214.226779195822	271.511770392499	225.490547309813	228.57254811044	202.46284806738	225.643224216031	210.17404027258	166.996913768574	243.737855422829	221.587082857989	191.138891986047	181.974087992743	261.086940002611	172.084867509487
CG7502	226.758277010579	308.956395397385	235.488048981514	284.99679378607	250.706076236034	242.248736547538	170.747845070723	177.5412693481	156.415223763383	162.820308251408	218.468893635344	185.056706662256	210.738829261508	254.695125037347	211.461196870374	287.695110875439	278.884784207846	276.187203540335	194.087551540401	214.662486518677	200.240743985382	242.632117323657	229.912380002299	237.35843794412
CG7504	136.054966206347	119.685810829618	119.426081983482	112.498734389238	161.592542028913	139.22341180893	119.93003403777	101.96626955803	117.311417822537	136.769058931182	99.689689328749	104.317680203434	136.98023901998	114.28627405522	71.9867904239572	90.2572896864123	133.379679403752	102.767331549892	72.2186238289863	62.3213670538093	91.0185199933557	66.1723956337248	81.8332200008183	71.207531383236
CG7506	328.132565556485	403.591687681268	407.057913239475	447.494965681636	384.970467774764	350.842997758503	311.005003521674	319.094443558071	309.571797031695	297.418429739238	313.916468524571	357.252329463814	311.893467307032	368.981399092567	391.428172930267	298.977272086241	424.389889011939	404.6463679777	315.956479251815	367.003605983544	395.930561971097	457.692403133263	288.364680002884	308.565969327356
CG7510	121.382371811545	137.777852001536	153.067231837984	142.498396893035	137.828932907014	130.870007100394	155.502501760837	130.756745668533	179.225777228876	191.042495014985	160.139820091927	132.183361901611	141.19501560521	114.28627405522	155.221516851658	166.411877859323	141.463296337313	125.247685326431	130.896255690038	143.685374040727	138.803242989867	126.830424964639	151.97598000152	118.67921897206
CG7518	210.751810398067	233.804839760183	324.637096095945	272.496934409488	307.738738128592	238.07203419327	253.072698944108	313.096427701716	234.622835645074	219.264681778562	292.705896326965	307.23700333888	303.463914136571	259.593108211142	256.452940885348	208.719982399829	291.010209608187	311.51347376061	291.131327310601	280.446151742142	232.097225983057	259.175216232089	307.848780003079	231.424476995517
CG7523	397.493920877368	413.333556004609	353.232073472271	442.495021931003	407.545896440568	360.588636585128	410.607913146263	463.046824110584	487.168249013036	504.742955579364	517.537961621591	450.137935124406	429.907211693476	447.349129873289	368.932300922781	445.645367826661	383.971804344136	494.567783083855	442.339070952541	394.701991340792	418.685191969436	430.120571619211	506.586600005066	456.914993042431
CG7533	252.101849147055	338.182000367408	358.278245950447	403.745457863599	327.937805882206	328.567251869074	156.518857981496	136.754761524888	185.743078219017	124.828902992746	190.895149778456	188.629229956894	267.638313162115	347.756805339455	294.695923298075	366.67023935105	240.487603773432	375.743055979292	225.683199465582	186.964101161428	170.659724987542	168.188172235717	173.408490001734	154.282984663678
CG7536	401.495537530496	407.766774105557	375.098820877698	321.246385978158	297.045114023737	342.489593049967	425.853256456149	416.262300431017	393.48204727976	447.213113330533	352.095498480263	380.830983208426	286.604807795651	367.348738034635	303.694272101069	324.362134810544	317.28196464226	362.897139535556	408.486591032704	382.583947746996	366.349542973257	386.005641196728	377.99154000378	293.731066955848
CG7540	317.461587814811	297.822831599281	403.693798254024	279.996850035437	318.432362233447	327.175017750985	160.584282864132	134.355555182346	192.260379209158	195.384369901689	129.384490405398	145.758950421236	516.310131690694	445.716468815357	391.428172930267	355.388078140249	579.999514982984	510.625178638526	135.409919679349	145.416523125555	129.701390990532	110.287326056208	167.563260001676	130.547140869266
CG7544	121.382371811545	137.777852001536	191.754554170662	119.998650015187	180.603429326432	187.951605942055	165.666063967428	202.732935944789	182.484427723947	194.298901180013	134.687133454799	157.191024964078	191.772334627972	114.28627405522	96.7322496321925	163.591337556622	210.17404027258	83.4984568842872	144.437247657973	109.062392344166	168.384261987708	165.430989084312	140.285520001403	94.943375177648
CG7546	868.350813728746	904.602058595946	846.074918840726	776.241267285743	790.140003303142	735.099614351149	713.482066902665	740.155156674172	725.864397776949	776.110135998376	785.851699921309	768.807013006128	625.894322906678	729.799492895475	722.117491440321	688.211833858894	735.609140954028	639.084343075891	783.12070214557	732.276062882259	780.483808943025	620.36620906617	697.530780006975	703.174372409455
CG7554	104.042032981324	82.1100330110167	114.379909505307	109.998762513922	125.947128346065	83.5340470853579	157.535214202155	143.952380552513	162.117862129756	171.504058024816	178.168806459892	145.044445762309	86.4029199972182	97.9596634759027	134.97523204492	90.2572896864123	92.9615947359487	141.305080881101	110.584767738135	152.341119464867	122.87500199103	132.34479126745	113.00778000113	166.150906560884
CG7555	317.461587814811	251.896880932102	275.857428806917	273.746920347146	255.458798060414	285.407994208306	308.972291080356	371.876983093992	335.641000992259	422.247332731984	347.853384040741	316.525563904939	295.034360966111	238.36851445803	251.95376648385	228.463764518731	293.031113841577	321.147911093412	354.322623160964	296.026493505594	257.12731898123	272.961131989115	294.209910002942	326.367852173165
CG7556	685.610319902574	637.396527441451	731.695009335419	779.991225098718	824.597236529895	707.254931989363	563.061346245123	630.991268088516	677.799302974659	696.870919316024	797.517514629992	715.933668245484	687.008583392516	587.757980855416	830.097677076257	691.032374161594	683.065630885883	924.905983949027	706.388414327272	716.695721118807	741.800937945849	573.494095492281	660.510990006605	694.273430986551
CG7558	269.442187977276	254.680271881628	289.313888748717	266.247004721197	261.399700340889	258.955545964609	271.367110915971	262.713094508337	265.580015348244	231.204837716999	232.255765563788	217.209416313999	290.819584380881	210.613276473191	215.960371271872	208.719982399829	274.842975741066	362.897139535556	297.901823294568	271.790406318002	252.576392981562	308.804512957382	222.118740002221	258.12730126423
CG7562	117.380755158417	109.943942506277	79.0567021580798	116.248692202213	74.8553687339818	83.5340470853579	45.736029929658	63.57896807736	59.4703715350362	72.7264043522954	89.0844032299459	99.3161475909404	149.624568775671	122.449579344878	92.2330752306952	90.2572896864123	105.08702013629	89.9214151061555	72.2186238289863	121.180435937963	138.803242989867	129.587608116044	136.388700001364	195.820711303899
CG7563	389.490687571112	456.476115722262	358.278245950447	391.245598487017	431.309505562467	371.726509529843	483.785561033716	374.276189436534	433.400515844373	426.589207618688	331.945454892537	341.533226967406	383.544669255944	362.45075486084	407.175283335508	389.234561772653	339.511911209552	327.570869315281	306.929151273192	347.960966050435	277.606485979735	270.203948837709	317.590830003176	255.160320789929
CG7564	505.53757051182	410.550165055083	533.212225193857	511.244248502204	483.589445630645	431.592576607682	418.738762911535	430.657538486269	375.559469556872	547.076235724729	514.35637579195	460.85550500832	493.128860471929	481.635012089855	447.667852948984	575.390221750879	503.205154114157	645.507301297759	471.677886883067	443.174165715977	423.236117969104	496.292967252936	385.785180003858	439.113110196622
CG7565	141.390455077185	155.869893173455	142.974886881634	111.24874845158	98.6189778558808	132.262241218483	147.371651995565	157.148015436494	171.0791509912	143.281871261239	117.718675696714	98.6016429320127	158.054121946131	125.714901460742	125.976883241925	169.232418162023	145.505104804094	154.150997324838	153.464575636596	128.105032277275	120.599538991196	132.34479126745	134.440290001344	124.613179920663
CG7571	650.929642242132	858.676107928767	884.762241173403	871.240198547766	610.724754432804	865.969621451543	721.612916667937	644.186902972497	685.945929212335	721.836699914574	783.730642701548	709.503126315135	743.908067293123	550.206776522987	782.856345860535	589.49292326438	642.64754621808	931.328942170896	904.989629856984	772.092491833304	628.027787954154	617.609025914764	660.510990006605	709.108333358058
CG7593	460.185915109704	370.190996286956	516.391650266606	431.245148492079	512.105776576923	311.860442452003	323.201278169583	344.286110154761	277.799954704758	332.153428832871	338.308626551819	370.827917983439	568.994839006071	533.88016594367	512.905881770695	595.134003869781	543.623238781961	536.317011525999	302.41548728388	299.48879167525	323.115745976413	322.590428714408	270.828990002708	293.731066955848
CG7595	476.192381722216	463.434593096077	617.315099830112	511.244248502204	409.922257352758	492.850877803611	334.381196596833	381.47380846416	445.620455200888	446.127644608857	489.964217764703	405.124141611965	568.994839006071	667.75837269407	580.393497793155	462.568609642863	464.807973679743	276.187203540335	541.639678717397	502.03323460013	591.620379956812	692.052971002705	633.233250006332	741.745118575375
CG7597	342.805159951287	371.58269176172	349.867958486821	356.245992232587	307.738738128592	380.079914238378	317.103140845629	364.679364066367	337.270326239794	316.956866729407	321.340168793734	371.542422642367	499.451025349774	458.777757278811	386.92899852877	440.00428722126	452.682548279402	459.24151286358	334.011135209062	225.049381027645	268.504633980399	286.747047746141	379.939950003799	231.424476995517
CG7601	149.39368838344	136.386156526773	154.749289330709	113.748720326896	191.297053431287	142.007880045108	125.011815141065	124.758729812178	149.897922773242	122.657965549394	130.445019015278	127.181829289118	141.19501560521	156.735461561444	159.720691253155	160.770797253922	143.484200570703	134.882122659233	103.814271754168	110.793541428994	106.946760992193	170.945355387122	144.182340001442	86.0424337547435
CG7603	413.500387489879	400.808296731742	423.878488166726	434.995106305054	415.863159633232	470.575131914183	507.161754108874	508.63174461888	474.133647032754	531.879673621265	542.990648258718	523.017410335024	410.94071705994	450.614451989153	524.153817774438	462.568609642863	541.60233454857	507.413699527591	473.934718877723	406.820034934589	532.45834196113	435.634937922021	350.713800003507	409.443305453607
CG7609	144.058199512603	148.91141579964	109.333737027132	103.748832825631	110.50078241683	128.085538864215	123.995458920406	111.563094928198	144.195284406869	121.572496827718	107.113389597911	107.890203498072	101.154638045524	115.918935113152	123.727296041176	90.2572896864123	155.609625971044	86.7099359952213	65.4481278450188	109.062392344166	131.976853990366	93.7442271477767	101.317320001013	83.075453280442
CG7614	536.216631519134	475.959852368944	444.063178079427	514.994206315179	518.046678857398	453.868322497111	502.079973005579	520.627776331589	423.624564359162	570.956547601603	485.722103325181	497.295242613629	349.826456574103	450.614451989153	517.405056172192	456.927529037462	541.60233454857	520.259615971328	410.74342302736	484.72174375185	582.518527957476	523.864798766988	409.166100004092	421.311227350813
CG7623	210.751810398067	257.463662831154	243.89833644514	236.2473422174	223.377925745851	261.740014200788	141.27351467161	164.345634464119	179.225777228876	175.84593291152	151.655591212884	98.6016429320127	248.671818528579	238.36851445803	240.705830480107	327.182675113245	276.863879974456	301.879036427808	108.327935743479	162.728013973835	84.192130993854	148.887890175881	58.4523000005845	201.754672252502
CG7627	181.406621608463	143.344633900588	127.836369447108	171.248073459174	92.6780755754061	121.124368273769	177.862338615337	175.142063005558	140.936633911798	184.529682684929	156.958234262286	185.771211321183	233.920100480274	187.756021662147	143.973580847914	214.361063005229	139.442392103923	83.4984568842872	198.601215529712	141.954224955899	197.965280985549	253.660849929278	177.305310001773	231.424476995517
CG7628	821.665286108921	691.672650957208	896.536643622479	716.241942278149	885.194439790738	655.742269620059	380.117226526491	311.896824530445	305.498483912857	244.230462377111	190.895149778456	270.797265733571	446.766318034397	393.471314961543	544.400102581176	479.491851459066	501.184249880767	372.531576868358	306.929151273192	346.229816965607	364.074079973423	336.376344471434	350.713800003507	278.896164584341
CG7636	462.853659545123	427.250510752239	516.391650266606	541.243911006001	544.186648891487	428.808108371504	500.047260564261	562.613887326073	445.620455200888	505.82842430104	513.295847182069	523.017410335024	446.766318034397	540.410810175397	602.889369800642	521.799955999571	474.912494846694	558.797365302537	476.191550872378	576.472645247736	452.817136966944	488.02141779872	506.586600005066	507.353661105556
CG7638	673.60546994319	577.553622026643	529.848110208407	552.493784444925	603.595671696234	584.738329597505	544.76693427326	491.837300221087	565.375860894728	480.86264370249	479.3589316659	465.142532961886	503.665801935004	419.59389188845	479.162073759465	535.902657513073	521.393292214669	510.625178638526	609.344638557072	498.570936430474	373.175931972758	355.676626531271	387.733590003877	326.367852173165
CG7639	337.46967108045	393.849819357927	314.544751139594	284.99679378607	330.314166794396	334.136188341431	442.114955986694	392.270237005599	408.145974507577	343.008116049632	309.67435408505	358.68133878167	360.363398037179	305.30761783323	323.940556907807	253.848627243035	363.762762010234	459.24151286358	331.754303214406	332.380624286983	250.300929981728	275.71831514052	379.939950003799	278.896164584341
