Gene	P1_1	P1_2	P1_3	P1_4	P1_5	P1_6	P2_1	P2_2	P2_3	P2_4	P2_5	P2_6	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_4_P1	HYB_5_P1	HYB_6_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	HYB_4_P2	HYB_5_P2	HYB_6_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis
CG14065	62.6919942323365	96.0269877586466	112.697852012582	88.7490015737323	85.5489928388364	107.202027092876	68.0958667841575	73.1757934475276	96.1301896045791	94.4357787858164	62.5711879829382	99.3161475909404	134.872850727365	94.6943413600393	94.4826624314438	135.385934529619	117.212445536631	154.150997324838	103.814271754168	114.25583959865	54.6111119960134	77.2011282393456	132.491880001325	71.207531383236	0	0	0.11315257170836	0.0678748393103479	0.277659991231743	7.08536084834526e-07	-0.164497875696092	0.0489939591992252	0.781363145831211	1.51695149478203e-05	0.0831941052303721	Ambig	Ambig	0.407522060367421	Conserved/Ambiguous	NA	-0.164507419523383	62.7952183896954
CG1407	78.698460844848	119.685810829618	72.3284721871794	87.4990156360741	99.8071583119758	90.4952176758044	125.011815141065	107.964285414385	108.350128961093	109.632340889281	101.81074654851	84.3115497534602	65.3290370710675	60.4084591434734	76.4859648254545	87.4367493837119	113.170637069851	118.824727104563	81.2459518076096	70.9771124779495	86.4675939936879	96.501410299182	89.6268600008963	91.9763947033465	0	0	-0.149611136447263	0.00996931123521194	0.00931216287001518	0.883106067714005	-0.159020393402624	0.0612087086425823	0.131484086886024	1	0.101716494474583	Ambig	P2	16.0662070171695	Conserved/Ambiguous	NA	-0.158923299317278	5.53519617620697
CG14073	114.713010722999	109.943942506277	87.4669896217053	96.2489171996815	150.898917924059	169.852562406894	242.909136737517	267.51150719342	275.355966833455	264.854368088956	286.342724667683	259.365191190729	90.6176965824484	181.22537743042	134.97523204492	146.66809574042	208.153136039189	141.305080881101	546.153342706709	339.305220626295	405.032413970433	295.018597200356	325.384470003254	347.136715493275	0	0	-0.783579142985454	0	-0.916517520719458	0	0.133022883910532	0.0258886261319622	0	0	0.0479214994357598	P2	P2	0.854952715328728	Cis_+_Trans,same	Reinforcing	0.132938377734004	87.3326379955642
CG1410	404.163281965914	475.959852368944	470.976097963028	433.745120367396	399.228633247903	428.808108371504	462.442080399875	368.27817358018	451.323093567261	369.059365369857	416.787743682961	420.128739449446	427.799823400861	377.144704382226	382.429824127273	459.748069340163	430.45260171211	443.184117308909	354.322623160964	434.518420291837	407.307876970267	438.392121073427	461.773170004618	495.48573920835	0	0	0.0489446353854861	0.0812203782982761	-0.0277689334116834	0.319752201423562	0.0767365401515422	0.0529911525169903	0.921601690280114	1	0.0894169019653493	Ambig	Ambig	1.76256807057967	Conserved/Ambiguous	NA	0.0767135687971695	26.5775922519307
CG14103	330.800309991903	247.721794507813	306.134463675968	174.998031272148	294.668753111548	302.114803625378	353.691964789355	351.483729182386	408.960637131345	373.401240256561	368.003427628467	351.536292192393	356.148621451948	300.409634659435	301.444684900321	265.130788453836	365.783666243624	263.341287096598	347.552127176997	231.973977366957	314.013893977077	300.532963503167	317.590830003176	317.46691075026	0	0	-0.286970917016405	0	0.0125438252355255	0.705880881713489	-0.299565900609174	0	0	1	0	P2	Ambig	22.8774645395785	Trans	NA	-0.29951474225193	4.01970224260218
CG14117	89.3694385865223	115.510724405329	94.1952195926057	136.248467204744	140.205293819204	108.594261210965	99.6029096245885	124.758729812178	126.272706683981	99.8631223941967	134.687133454799	86.4550637302431	84.2955317046032	83.2657139545173	96.7322496321925	126.924313621517	68.7107439352664	122.036206215497	88.0164477915771	107.331243259338	113.773149991695	102.015776601992	138.337110001383	106.811297074854	0	0	0.0183735100687069	0.737502100582519	-0.120118876337256	0.034453616031898	0.138575923184421	0.0786803322294408	1	0.438436698469435	0.125871510402751	P2	P2	0.152961055156059	Conserved/Ambiguous	NA	0.138492386405963	46.4476585679584
CG1412	709.620019821341	627.65465911811	656.00242216279	557.493728195558	615.477476257184	661.311206092416	594.568389085554	587.805553922762	619.958256687158	593.7513907568	712.675225839567	559.457147940333	550.028344372536	584.492658739553	656.87946261861	527.441036604972	689.128343586054	786.81238217886	530.355518744118	600.708732435329	534.733804960964	570.736912340876	701.427600007014	824.820571855817	0	0	0.0425048435056767	0.0664381472389917	0.008465285149336	0.715367716706268	0.034031634068761	0.298421535405118	0.76621605557691	1	0.389382841521102	P1	Ambig	5.02107640272587	Conserved/Ambiguous	NA	0.0340395583563407	19.9160482691941
CG1414	313.459971161683	372.974387236482	370.052648399522	343.746132856005	323.185084057826	328.567251869074	340.479333920787	301.100395989007	340.528976734865	282.221867635773	334.066512112297	325.814124470999	330.859961940567	308.572939949094	278.948812892834	375.131860259151	301.114730775138	321.147911093412	250.508351406796	354.885562389747	316.289356976911	361.190992834081	372.146310003722	400.542364030702	0	0	0.0642617672329895	0.043149608281676	-0.0703901939026472	0.0264635942807712	0.134690193723066	0.00272990492183032	0.515700571138255	0.342958367016049	0.00650165761576013	Ambig	Ambig	0.912936357610641	Conserved/Ambiguous	NA	0.134651961135637	34.3296206038726
CG1417	764.308780747422	911.560535969761	842.710803855276	906.239804802196	917.275312105301	875.715260278168	544.76693427326	507.432141447609	610.996967825714	591.580453313447	702.069939740764	569.46021316532	802.914939486345	654.697084230617	674.876160224599	691.032374161594	689.128343586054	684.045050628968	706.388414327272	560.892303484284	534.733804960964	567.979729189471	604.00710000604	557.792329168682	0	0	0.391804936452915	6.1622057436405e-11	0.172470487397538	6.69643236570367e-11	0.219323671030267	7.01052307405311e-11	1.67655476103736e-09	1.73510012507653e-09	4.75641024070134e-10	P1	P1	2.27172162823324	Cis_+_Trans,opposing	Opposing	0.219334449055377	44.0194778960537
CG14181	405.497154183623	371.58269176172	317.908866125044	429.995162554421	386.158648230859	406.532362482075	371.986376761218	434.256348000082	400.814010893669	420.076395288632	425.271972562004	387.261525138775	349.826456574103	344.491483223591	346.436428915294	324.362134810544	268.780263040895	401.434888866765	428.798078984606	306.413388014562	352.696764974253	391.520007499538	372.146310003722	281.863145058642	0	0	-0.0512750211353383	0.0767135758036583	-0.0470453239777149	0.128335691701765	-0.00424425187776304	0.918052073716391	0.873984307377681	1	0.943571241853052	Ambig	Ambig	1.08990685577225	Conserved/Ambiguous	NA	-0.0042296971576234	91.7509596993451
CG1420	154.729177254277	128.035983678195	107.651679534406	122.498621890504	163.968902941103	142.007880045108	178.878694835996	143.952380552513	172.708476238735	158.478433364703	133.626604844919	170.052108824776	164.376286823976	124.08224040281	58.4892672194652	118.462692713416	125.296062470192	134.882122659233	157.978239625908	121.180435937963	154.731483988705	170.945355387122	109.110960001091	124.613179920663	0	0	-0.156520896601103	0.000975981334523146	-0.144646427825042	0.00423292020505084	-0.0119167789587199	0.861630988306124	0.0145530497495612	0.0618090095323102	0.901557999083663	P2	Ambig	1.0820930662071	Conserved/Ambiguous	NA	-0.011874468776061	92.4134930006673
CG14200	621.584453452528	584.512099400458	546.668685135658	537.493953193027	570.326618925576	554.109178999541	549.848715376555	670.578172740457	637.066171786278	655.623107892335	699.948882521004	633.051127809879	491.021472179313	566.533387102304	483.661248160962	510.51779478877	644.66845045147	484.933345751053	573.235326642579	713.233422949151	552.937508959636	504.564516707151	627.388020006274	640.867782449124	0	0	-0.118948552172449	4.0827580938263e-07	-0.126996892858541	1.65822162001561e-07	0.00803414953134528	0.814695395353961	8.68238053705937e-06	3.70020397414519e-06	0.865303044688336	Ambig	P2	0.936625688196507	Cis	NA	0.00804834068609199	94.0402630475425
CG14207	472.190765069088	464.82628857084	450.791408050327	478.744614123091	332.690527706586	451.083854260933	390.280788733081	357.481745038741	378.818120051943	399.452489576787	413.60615785332	373.68593661915	326.645185355337	406.532603424996	393.677760131016	349.746997534848	408.222655144818	488.144824861987	343.038463187685	339.305220626295	386.828709971761	386.005641196728	305.900370003059	359.004637390481	0	0	0.135958491762297	1.75370556368623e-06	0.112648554893295	0.00016466635196848	0.0233193594016273	0.574189214983411	3.53376334927519e-05	0.00284341488158099	0.660069072896764	P1	Ambig	1.20692619529014	Cis	NA	0.023309936869002	82.8551077855763
CG14208	84.0339497156851	82.1100330110167	114.379909505307	88.7490015737323	106.936241048545	105.809792974787	126.028171361724	134.355555182346	113.238104703699	132.427184044478	110.294975427552	134.326875878394	105.369414630754	89.7963581862442	62.9884416209626	107.180531502615	101.045211669509	96.3443733280237	119.612095716759	129.836181362103	170.659724987542	151.645073327286	116.904600001169	133.514121343567	0	0	-0.254392175195045	3.57537652750928e-06	-0.37908634645831	0	0.124664016133945	0.109439414883409	6.98784449841201e-05	0	0.167557861917766	Ambig	P2	0.671066572488708	Cis	NA	0.124694171263265	75.2483141215517
CG14209	84.0339497156851	82.1100330110167	114.379909505307	88.7490015737323	106.936241048545	105.809792974787	126.028171361724	134.355555182346	113.238104703699	132.427184044478	110.294975427552	134.326875878394	105.369414630754	89.7963581862442	62.9884416209626	107.180531502615	101.045211669509	96.3443733280237	119.612095716759	129.836181362103	170.659724987542	151.645073327286	116.904600001169	133.514121343567	0	0	-0.254392175195045	3.57537652750928e-06	-0.37908634645831	0	0.124664016133945	0.109439414883409	6.98784449841201e-05	0	0.167557861917766	Ambig	P2	0.671066572488708	Cis	NA	0.124694171263265	75.2483141215517
CG14210	253.435721364765	300.606222548807	255.672738894215	289.996737536703	273.281504901839	336.92065657761	268.318042253993	347.884919668574	332.382350497189	290.905617409182	279.979553008402	308.666012656736	370.900339500254	316.736245238752	287.947161695829	332.823755718645	299.093826541748	366.10861864649	311.442815262503	280.446151742142	309.462967977409	330.861978168624	292.261500002923	296.69804743015	0	0	-0.066822353685991	0.0466478185841537	0.0803474975128165	0.0134935331314171	-0.14721271438397	0.00163108849592608	0.553335126450074	0.183600664317094	0.0041532281315474	P2	Ambig	0.831666893861031	Conserved/Ambiguous	NA	-0.147169851198807	35.314888278984
CG14211	318.79546003252	385.499646509349	306.134463675968	289.996737536703	318.432362233447	250.602141256074	265.268973592016	289.104364276297	281.873267823596	290.905617409182	235.437351393429	250.791135283598	303.463914136571	271.021735616664	335.188492911551	276.412949664638	276.863879974456	244.072412430993	207.628543508336	268.328108148346	234.372688982891	292.261414048951	212.376690002124	290.764086481547	0	0	0.147273546243933	1.43870044150224e-05	0.125434883930129	0.000388212537556288	0.0218360527231671	0.658347266086802	0.000264656510932595	0.00643190394075452	0.732928570976575	P1	P1	1.17410357971845	Cis	NA	0.021838662313804	85.1713611366212
CG14216	349.474521039833	261.638749255443	280.903601285092	309.996512539234	247.14153486775	296.54586715302	332.348484155515	314.296030872987	332.382350497189	324.555147781139	364.821841798826	327.243133788854	286.604807795651	293.878990427708	337.438080112299	293.33619148084	270.801167274285	269.764245318466	315.956479251815	425.862674867697	254.851855981396	352.919443379865	241.602840002416	332.301813121768	0	0	-0.133779912924873	4.32858396559599e-05	-0.0934365817948021	0.00460692054251077	-0.0403233083939918	0.384724662066506	0.000757249306555205	0.0669232023072173	0.477555833148437	Ambig	Ambig	1.43177233536507	Conserved/Ambiguous	NA	-0.0403433311300709	69.8435062125309
CG14217	582.902159138959	641.57161386574	765.336159189921	667.49249070948	663.004694500982	700.293761398917	567.126771127759	551.817458784634	629.73420817237	587.238578426743	579.048620994649	533.734980218939	524.739684861155	522.451538538148	499.408358566203	476.671311156365	563.832281115862	488.144824861987	541.639678717397	566.085750738768	448.266210967277	441.149304224832	549.451620005495	510.320641579858	0	0	0.153404688650946	6.74155663937478e-11	0.0059735273685552	0.817499384700972	0.147428961072516	1.97549625947964e-05	1.67655476103736e-09	1	7.46298586914531e-05	P1	Ambig	25.6807542991219	Trans	NA	0.147431161282391	3.89396661933016
CG1422	288.116399025206	321.481654670252	252.308623908765	344.996118793664	273.281504901839	303.507037743467	237.827355634222	254.31587230944	264.765352724476	273.538117862365	302.250653815888	260.079695849657	358.256009744563	271.021735616664	283.447987294331	270.771869059237	254.633933407164	289.033119984071	279.847167337322	266.596959063518	334.493060975582	281.23268144333	245.499660002455	308.565969327356	0	0	0.113165407551202	0.00103167126038078	0.00632989021965314	0.855044495675027	0.106831766248162	0.0277667825127957	0.0153293496068036	1	0.0510467014747357	Ambig	Ambig	17.877941579436	Conserved/Ambiguous	NA	0.106835517331549	5.59348510876803
CG14220	376.151965394019	345.140477741223	378.462935863148	433.745120367396	436.062227386847	363.373104821307	450.245805751966	502.633728762525	466.801683418846	513.426705352772	479.3589316659	458.711991031538	303.463914136571	362.45075486084	337.438080112299	454.106988734762	361.741857776844	417.492284421436	379.147775102178	429.324973037353	370.900468972924	424.606205316401	391.630410003916	341.202754544672	0	0	-0.207565295960898	0	-0.0437709866256075	0.138347127376987	-0.16378507326684	5.5355177485783e-05	0	1	0.000191285765190358	P2	P2	4.74207487567724	Trans	NA	-0.163794309335291	21.0878154861944
CG14222	369.482604305473	332.615218468356	393.601453297674	429.995162554421	436.062227386847	343.881827168057	485.818273475034	424.659522629914	388.594071537154	468.922487764054	383.911356776672	412.269188201242	309.786079014417	321.634228412547	330.689318510053	442.82482752396	402.159942444647	375.743055979292	349.808959171652	323.724878862843	327.66667197608	394.277190650943	321.487650003215	415.37726640221	0	0	-0.106250226841077	0.000210814019701466	0.0233793920897358	0.444594183030492	-0.129660199869717	0.00192954116765831	0.00338866954354822	1	0.00481652554762302	Ambig	Ambig	4.54461033175126	Trans	NA	-0.129629618930813	15.2797485153316
CG14223	837.671752721433	848.934239605426	807.387596508049	858.740339171184	849.549026107889	675.233547273309	645.386200118507	897.303172110666	720.976422034343	1020.34059837549	1025.53116575426	939.573626489832	912.499130702329	817.963190023788	951.575385916684	896.931816258723	937.699564293047	1226.78502037684	1065.22470147755	813.640069869177	973.898163928905	1050.48678068538	833.919480008339	907.896025136259	0	0	-0.0733767522063158	0.000225213866150042	0.0172581295405442	0.359361948065664	-0.0906477050764314	0.000911811097213278	0.00360641445065885	1	0.00244527400322473	Ambig	Ambig	4.25172102422416	Trans	NA	-0.09063488174686	15.9955953908564
CG14228	468.18914841596	424.467119802713	433.970833123076	426.245204741447	495.471250191594	476.14406838654	551.881427817873	563.813490497344	518.940091339973	602.435140530208	563.140691846444	623.76256724382	341.396903403643	378.777365440157	386.92899852877	369.49077965375	402.159942444647	395.011930644897	557.437502679988	555.6988562298	602.997694955981	485.264234647315	600.110280006001	631.966841026219	0	0	-0.228490362583589	0	-0.412097233487632	0	0.183590481386441	8.52633982837724e-07	0	0	4.07446093898867e-06	P2	P2	0.5544574047485	Cis_+_Trans,same	Reinforcing	0.183606870904043	69.1781759517101
CG14229	185.408238261591	196.229061941582	200.164841634287	174.998031272148	199.614316623952	214.404054185752	213.434806338404	205.132142287331	140.12197128803	163.905776973084	148.474005383243	118.607773381986	147.517180483056	146.939495213854	159.720691253155	183.335119675525	179.860476771727	150.939518213904	189.573887551089	133.298479531759	150.180557989037	140.616340721665	163.666440001637	133.514121343567	0	0	0.168036077539464	9.76525537958933e-05	0.061131442437002	0.186410317613293	0.106885326482393	0.0914130216403849	0.00162855128986533	1	0.144059519452455	Ambig	Ambig	2.74876676945143	Conserved/Ambiguous	NA	0.106904635102462	36.3799508606388
CG14230	537.550503736843	505.185457338967	556.761030092009	554.993756320241	553.692092540247	494.243111921701	516.308960094806	471.444046309481	455.396406686099	460.238737990645	491.024746374583	480.861635458294	375.115116085484	524.08419959608	548.899276982674	606.416165080583	452.682548279402	574.854760857208	491.989374834969	477.797147412538	430.062506968605	408.063106407969	457.876350004579	344.169735018974	0	0	0.107733935023202	2.77120544904599e-05	0.166220378266068	6.63779064067587e-11	-0.0584693486613842	0.11342206031792	0.000494699878084391	1.73510012507653e-09	0.172761305056852	P1	Ambig	0.648139152052421	Cis	NA	-0.058486443242866	73.9721104815055
CG14231	242.76474362309	254.680271881628	287.631831255992	322.496371915816	399.228633247903	274.270121263592	258.154480047403	368.27817358018	254.174738615497	288.734679965829	290.584839107205	299.377452090676	314.000855599647	308.572939949094	332.938905710802	366.67023935105	355.679145076673	378.954535090226	288.874495315945	306.413388014562	277.606485979735	325.347611865813	323.436060003234	344.169735018974	0	0	0.0122701696197316	0.717421570596725	0.0974101909473008	0.00233077858682769	-0.0851303966916465	0.0660987916921392	1	0.035294914206359	0.108562035438838	Ambig	P1	0.125963921232531	Conserved/Ambiguous	NA	-0.0851400213275692	53.3607656399917
CG14232	237.429254752253	295.039440649755	245.580393937865	267.496990658855	278.034226726218	309.075974215824	239.86006807554	209.930554972415	239.51081138768	243.144993655435	256.647923591035	262.22320982644	314.000855599647	346.124144281523	287.947161695829	259.489707848435	254.633933407164	385.377493312095	216.655871486959	287.370748081454	286.70833797907	366.705359136891	245.499660002455	320.433891224562	0	0	0.117694234364641	0.00110705117639257	0.0695582638389899	0.0380401469750652	0.0481135453946093	0.330014950773661	0.0163440177780856	0.47926491061803	0.421860079683876	Ambig	P1	1.69202374914178	Conserved/Ambiguous	NA	0.0481359705256511	59.1008252991256
CG1424	296.119632331462	342.357086791697	248.944508923315	266.247004721197	332.690527706586	232.503097720913	306.939578639038	296.301983303923	276.985292080991	280.050930192421	258.768980810795	307.951507997808	280.282642917806	313.470923122889	283.447987294331	276.412949664638	396.097229744477	366.10861864649	234.710527444205	344.498667880779	327.66667197608	223.331835263821	253.293300002533	272.962203635738	0	0	-0.00471474691072233	0.887678768424065	0.145423726767569	1.43741070257569e-05	-0.150170144616726	0.00166994081707239	1	0.0002789967348384	0.00424371558152932	Ambig	Ambig	0.0324207542711233	Compensatory	Opposing	-0.150138473678291	49.2024103718929
CG14252	81.3662052802666	84.8934239605426	127.836369447108	97.4989031373397	123.570767433875	97.4563882662509	129.077240023701	103.165872729301	171.893813614968	159.563902086379	124.081847355996	134.326875878394	113.798967801214	86.5310360703808	98.9818368329412	129.744853924218	84.8779778023879	96.3443733280237	142.180415663317	102.137796004854	125.150464990864	102.015776601992	81.8332200008183	62.3065899603315	0	0	-0.294054427072133	2.50800391565775e-08	-0.00867797237037996	0.876994447132151	-0.285427469410669	0.000253982729966573	5.72752053361174e-07	1	0.000768967159919266	P2	P2	33.8851536420895	Trans	NA	-0.285376454701753	2.95114494850003
CG14253	257.437338017893	269.988922104021	238.852163966964	333.74624535474	298.233294479832	288.192462444485	113.831896713815	80.3734124751532	108.350128961093	78.1537479606756	160.139820091927	185.056706662256	438.336764863936	391.838653903611	371.181888123529	448.465908129361	331.428294275991	478.510387529184	119.612095716759	58.8590688841532	84.192130993854	113.044509207613	146.130750001461	103.844316600552	0	0	0.842921639435805	3.6561283278667e-11	1.36893452191416	2.58154249607765e-11	-0.526021200802319	0	1.6759371305981e-09	1.41644177357813e-09	0	P1	P1	0.6157501516268	Cis_+_Trans,same	Reinforcing	-0.526012882478355	72.2412938079944
CG14257	196.079216003265	257.463662831154	195.118669156112	216.247567214869	207.931579816616	250.602141256074	128.060883803042	148.750793237597	182.484427723947	185.615151406605	322.400697403614	277.22780766392	248.671818528579	241.633836573893	283.447987294331	194.617280886327	258.675741873944	263.341287096598	252.765183401452	251.016617300065	250.300929981728	198.517186901174	190.944180001909	225.490516046914	0	0	0.0614633228064836	0.120312998250804	0.0848911628490087	0.0235082070566811	-0.0234115100100212	0.664967771686424	1	0.307170285059454	0.738908590777026	P1	Ambig	0.72402498379961	Conserved/Ambiguous	NA	-0.0234278400425251	78.3714404516955
CG1427	252.101849147055	204.57923479016	267.447141343291	187.49789064873	236.447910762895	243.640970665627	264.252617371357	269.910713535962	211.812282179581	255.085149593872	228.013651124266	235.786537446117	269.74570145473	235.103192342167	251.95376648385	284.874570572739	216.23675297275	211.957621321652	196.344383535056	211.20018834902	200.240743985382	143.37352387307	173.408490001734	172.084867509487	0	0	-0.0511910456268215	0.170642992277269	0.292860436923665	5.80003162546332e-11	-0.344137450074855	0	1	1.73510012507653e-09	0	Ambig	P1	0.174796726265093	Compensatory	Opposing	-0.344051482550486	45.9813088700643
CG14283	138.722710641766	164.220066022033	121.108139476207	197.497778149996	142.581654731394	144.792348281287	158.551570422814	149.950396408868	158.044549010918	134.59812148783	131.505547625158	144.329941103381	109.584191215984	166.531427909035	139.474406446417	143.84755543772	113.170637069851	109.19028977176	144.437247657973	110.793541428994	186.587965986379	159.916622781502	136.388700001364	178.01882845809	0	0	0.035728455624103	0.452284078982892	-0.158512901295691	0.00109666041101852	0.194327144479662	0.00422677180571002	1	0.0173745516590307	0.00955140641809797	Ambig	Ambig	0.225397777291672	Compensatory	Opposing	0.194241356919794	44.9357867705345
CG14286	282.780910154369	295.039440649755	262.400968865116	277.496878160121	225.75428665804	320.213847160539	290.677879108493	310.697221359174	307.94247178416	306.102179512646	271.495324129359	305.807994021025	257.10137169904	231.837870226303	292.446336097326	318.721054205144	258.675741873944	327.570869315281	270.819839358699	238.898573706269	254.851855981396	303.290146654572	233.809200002338	278.896164584341	0	0	-0.0746698243139367	0.028055257501862	0.0647486117843955	0.0648143173629253	-0.139462932039673	0.00424680633048014	0.344895097902708	0.779772363795703	0.0095747356139941	P2	Ambig	1.15322664465112	Conserved/Ambiguous	NA	-0.139418436098332	31.7135465570265
CG14296	498.868209423274	556.678189905198	482.750500412104	488.744501624357	515.670317945208	562.462583708076	398.411638498354	337.088491127135	421.180576487859	349.520928379688	346.792855430861	335.817189695985	687.008583392516	457.145096220879	335.188492911551	552.825899329275	596.166748850105	539.528490636933	340.781631193029	349.692115135263	288.983800978904	248.146483626468	288.364680002884	272.962203635738	0	0	0.349676144520487	6.01976958661868e-11	0.571375025434216	5.28488464136789e-11	-0.221680554252281	4.43499323932173e-08	1.67655476103736e-09	1.73510012507653e-09	2.50835755294717e-07	P1	P1	0.611990599789956	Cis_+_Trans,same	Reinforcing	-0.221698880913729	72.0456215821501
CG14299	278.779293501241	261.638749255443	279.221543792367	257.497103157589	287.539670374978	309.075974215824	443.131312207353	361.080554552554	419.551251240324	385.341396194998	346.792855430861	310.095021974591	208.631440968893	357.552771687045	236.20665607861	310.259433297042	266.759358807505	263.341287096598	266.306175369387	301.219940760078	234.372688982891	330.861978168624	325.384470003254	204.721652726803	0	0	-0.302896728894489	0	-0.0121514347546761	0.724790424728285	-0.290756949669975	0	0	1	0	P2	Ambig	24.9268283959578	Trans	NA	-0.290745294139813	4.01174182336876
CG1430	422.837493013844	424.467119802713	306.134463675968	369.995837546828	370.712302301624	470.575131914183	463.458436620534	397.068649690682	483.094935894198	380.999521308294	378.60871372727	410.125674224459	354.041233159333	316.736245238752	391.428172930267	434.363206615859	468.849782146524	308.301994649676	392.688767070113	387.77739500148	368.62500597309	397.034373802349	416.95974000417	350.103695967577	0	0	-0.0609370025822503	0.0331972588065019	-0.0172031625671713	0.558481771291155	-0.0437214133674809	0.286890364087393	0.403993500062708	1	0.377165198653559	Ambig	Ambig	3.54219768279909	Conserved/Ambiguous	NA	-0.043733840015079	28.2310613226359
CG14301	168.06789943137	143.344633900588	149.703116852534	132.498509391769	171.097985677673	169.852562406894	109.766471831179	105.565079071843	146.639272278171	126.999840436098	142.110833723961	119.322278040914	88.5103082898333	133.8782067504	146.223168048663	234.104845124132	200.069519105629	147.72803910297	160.235071620563	143.685374040727	104.671297992359	104.772959753398	124.698240001247	124.613179920663	0	0	0.21940642533281	7.06887930252245e-06	0.220088336231381	5.54770039333167e-06	-0.000708740576652137	0.989461519994075	0.000134627547488808	0.000111698847477028	0.994166839722308	P1	Ambig	0.996901649082148	Cis	NA	-0.000681910898571003	99.6911219208947
CG14322	333.468054427322	338.182000367408	328.001211081395	279.996850035437	307.738738128592	251.994375374163	207.33666901445	251.916665966898	301.425170794019	195.384369901689	176.047749240131	210.064369724723	223.383159017198	300.409634659435	249.704179283102	194.617280886327	232.403986839872	228.015016876323	191.830719545745	185.2329520766	186.587965986379	231.603384718037	206.531460002065	121.646199446361	0	0	0.315099004155247	5.84310893904028e-11	0.240210099584224	6.0331629502523e-11	0.0749322432526978	0.163572020275139	1.67655476103736e-09	1.73510012507653e-09	0.235421131151037	P1	P1	1.31176417936068	Cis	NA	0.074888904571023	76.2332144553127
CG1433	93.3710552396501	137.777852001536	90.8311046071555	94.9989312620233	130.699850170444	104.417558856697	195.140394366541	194.335713745893	158.044549010918	171.504058024816	191.955678388336	205.062837112229	126.443297556905	158.368122619376	146.223168048663	188.976200280926	147.526009037484	154.150997324838	196.344383535056	145.416523125555	157.006946988538	102.015776601992	171.460080001715	183.952789406693	0	0	-0.537293163974668	0	-0.036709756027636	0.42491827305837	-0.500654448493928	0	0	1	0	P2	Ambig	14.6362499268636	Trans	NA	-0.500583407947032	6.83235121699162
CG1434	188.07598269701	178.137020769663	218.667474054263	212.497609401894	232.88336939461	172.637030643073	180.911407277314	235.122221569105	174.337801486271	171.504058024816	209.984664756301	200.061304499736	257.10137169904	195.919326951805	233.957068877861	191.796740583626	198.048614872238	250.495370652862	130.896255690038	128.105032277275	186.587965986379	193.002820598364	218.221920002182	201.754672252502	0	0	0.0260571541783994	0.527611344664115	0.226195368182882	3.28376314859099e-08	-0.200140087836354	0.000568894607521075	1	7.73608043916234e-07	0.00158903706236765	Ambig	P1	0.115197558587194	Compensatory	Opposing	-0.200138214004483	53.05595844042
CG1440	421.503620796135	507.968848288493	561.807202570184	566.243629759165	418.239520545422	510.949921338772	575.257620893032	499.034919248713	462.728370300008	412.478114236899	445.42201614973	485.863168070787	387.759445841175	437.553163525699	429.671155342995	479.491851459066	416.306272078379	443.184117308909	444.595902947197	451.829911140117	423.236117969104	413.57747271078	450.082710004501	356.03765691618	0	0	0.0360881623093334	0.168171804645428	0.0212587107156665	0.448407918807825	0.0148192985732431	0.700623651300481	1	1	0.767003982437758	Ambig	Ambig	1.69757060021229	Conserved/Ambiguous	NA	0.0148294515936669	58.9077119900018
CG14407	134.721093988638	167.003456971559	191.754554170662	181.247960960439	196.049775255667	112.770963565233	181.927763497973	149.950396408868	151.527248020777	150.880152312971	151.655591212884	185.771211321183	139.087627312595	171.42941108283	152.971929650909	200.258361491727	179.860476771727	237.649454209125	137.666751674005	209.469039264192	200.240743985382	204.031553203985	113.00778000113	201.754672252502	0	0	0.0120706313692934	0.791919648599513	0.0140259729310381	0.74752930512526	-0.00196545738723139	0.972586014657	1	1	0.983067050227878	Ambig	Ambig	0.86059137777047	Conserved/Ambiguous	NA	-0.0019553415617447	87.7648264626309
CG14411	658.932875548388	666.622132411474	693.007687002742	703.742082901567	712.90827365697	657.134503738149	584.404826878963	729.358728132734	654.988749509166	680.588888490884	725.401569158131	730.223761424036	712.297242903897	577.962014507826	661.378637020107	597.954544172482	687.107439352664	745.063153736717	681.563262386058	659.567801319482	680.363436950333	667.238322640058	672.201450006722	697.240411460852	0	0	-0.00306630529336731	0.887398425381436	-0.0190031304719175	0.393108322638683	0.0159308912411273	0.614250776101874	1	1	0.694906902563426	Ambig	Ambig	0.16135790352535	Conserved/Ambiguous	NA	0.0159368251785502	54.3879639173587
CG14413	302.788993420008	349.315564165512	272.493313821466	274.996906284804	358.830497740675	324.390549514806	317.103140845629	369.477776751451	339.714314111097	379.914052586618	368.003427628467	353.679806169176	307.678690721802	297.144312543572	323.940556907807	293.33619148084	327.386485809211	462.452991974514	406.229759038048	379.12164957734	386.828709971761	311.561696108787	311.745600003117	373.839539761989	0	0	-0.122332561570388	0.000108021898068023	-0.0752976667425349	0.0148576748248928	-0.0470154936957367	0.287040860859879	0.00178853744406686	0.200975300186299	0.377195409339637	P2	P2	1.62465275303522	Conserved/Ambiguous	NA	-0.0470348948278531	61.5516145300448
