Gene	P1_1	P1_2	P1_3	P1_4	P1_5	P1_6	P2_1	P2_2	P2_3	P2_4	P2_5	P2_6	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_4_P1	HYB_5_P1	HYB_6_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2	HYB_4_P2	HYB_5_P2	HYB_6_P2	pos_start	pos_end	P_est.mean	P_p_value	H_est.mean	H_p_value	H_P_est	H_P_p_value	P_qvalue	H_qvalue	P_H_qvalue	Direction_parent	Direction_hybrid	P_H_ratio	Regulatory_class	Direction	trans_reg_diff	perc_cis
CG10067	56.0226331437901	111.33563798104	84.1028746362551	122.498621890504	28.5163309462788	125.301070628037	245.958205399494	26.3912697679608	102.64749059472	65.128123300563	137.86871928444	54.3023540784998	50.5773190227619	52.2451538538148	130.476057643422	67.6929672648093	202.090423339019	154.150997324838	117.355263722103	79.6328579020897	118.324075991362	93.7442271477767	194.841000001948	219.556555098311	0	0	-0.180548333029886	0.00212264948708496	-0.225422984415541	1.48135692168427e-05	0.0449445667717989	0.570541607284951	0.0305202014731263	0.000287086909760379	0.656167213977016	Ambig	Ambig	0.800931340244641	Cis	NA	0.044874651385655	83.3980599746495
CG10068	41.3500387489879	72.3681646876757	50.461724781753	57.4993531322773	52.2799400681778	73.7884082587328	81.3084976527253	69.5769839337147	105.091478466023	49.9315611970983	48.7843160544942	13.5755885196249	80.080755119373	88.1636971283125	121.477708840428	121.283233016117	135.400583637143	99.5558524389578	106.071103748824	109.062392344166	106.946760992193	77.2011282393456	58.4523000005845	77.141492331839	0	0	-0.0572335274229562	0.442470379730313	0.188630744051222	0.00122718720694661	-0.246044131780029	0.00935440356099271	1	0.0193337544529746	0.0194724319024746	Ambig	Ambig	0.303415690325723	Compensatory	Opposing	-0.245864271474178	43.4137878021744
CG10069	580.23441470354	576.16192655188	617.315099830112	663.742532896505	566.762077557291	717.000570815988	687.056805165529	656.182934685206	701.42451906392	801.075916596925	702.069939740764	721.649705516905	535.27662632423	581.22733662369	607.388544202139	558.466979934676	592.124940383325	475.29890841825	726.699902279175	758.24329915468	714.495381947842	700.32452045692	771.570360007716	631.966841026219	0	0	-0.137416808619877	0	-0.250461217311146	0	0.11303018319718	0.000447937908898324	0	0	0.00127895785185448	P2	P2	0.548655037674616	Cis_+_Trans,same	Reinforcing	0.113044408691269	68.9016068514665
CG10075	130.71947733551	172.570238870611	166.523691779785	149.998312518984	74.8553687339818	133.654475336573	247.990917840812	278.307935734859	231.364185150004	232.290306438675	275.73743856888	241.502574717538	233.920100480274	106.122968765561	218.20995847262	157.950256951222	260.696646107334	141.305080881101	212.142207497647	431.056122122181	370.900468972924	325.347611865813	288.364680002884	305.598988853054	0	0	-0.598555386046073	0	-0.547506478390406	0	-0.0509973077376724	0.372079462945682	0	0	0.465768536349271	P2	Ambig	1.09323891071708	Cis	NA	-0.0510489076556669	91.4713142934215
CG10077	252.101849147055	473.176461419418	410.422028224925	408.745401614232	251.894256692129	342.489593049967	610.830088616099	654.983331513935	602.035678964271	524.281392569532	687.22253920244	667.347351438405	410.94071705994	390.205992845679	499.408358566203	437.18374691856	731.567332487248	269.764245318466	609.344638557072	1454.16523125555	812.340290940699	887.812974752474	759.879900007599	955.367712725083	0	0	-0.560599835291537	0	-0.693193373592247	0	0.132631767412758	0.00021971359516712	0	0	0.000674883504158194	P2	P2	0.808720707162004	Cis_+_Trans,same	Reinforcing	0.13259353830071	83.9433712994113
CG10080	598.90862575147	636.004831966688	642.545962220989	578.743489135747	670.133777237552	648.781099029613	672.827818076302	573.410315867511	664.764700994377	623.059046242053	558.898577406923	587.322829638511	440.444153156552	579.594675565758	546.649689781925	566.928600842777	571.915898049423	452.818554641711	591.289982599825	592.052987011188	564.314823958805	601.065927006333	695.582370006956	433.179149248019	0	0	0.0254289590354509	0.274041775147327	-0.0962297031532809	8.95753085710105e-05	0.121679692256199	0.000321355838472363	1	0.00159008935033424	0.000945841363384328	Ambig	P2	0.264252701631491	Compensatory	Opposing	0.121658662188732	44.1646817636325
CG10082	532.215014866006	560.853276329487	649.274192191889	638.742814143341	647.558348571748	533.225667228201	542.734221831941	616.596030033265	634.622183914975	619.802640077025	617.22765095034	653.77176291878	604.820439980528	591.02330297128	555.64803858492	628.980487502186	644.66845045147	507.413699527591	570.978494647923	588.590688841532	539.284730960632	598.308743854928	576.729360005767	498.452719682652	0	0	-0.0339056121405792	0.148544637316598	0.0463915558221977	0.054462719090568	-0.0803157697215131	0.0169073828719588	1	0.66630180898066	0.0329460069402201	Ambig	P1	0.730857405828926	Conserved/Ambiguous	NA	-0.0802971679627769	36.6185359171641
CG10091	152.061432818859	133.602765577247	158.11340431616	122.498621890504	133.076211082634	147.576816517466	221.565656103676	247.118253281814	208.55363168451	197.555307345041	161.200348701807	175.768146096197	80.080755119373	111.020951939356	161.970278453904	101.539450897214	113.170637069851	83.4984568842872	185.060223561777	249.285468215237	182.037039986711	193.002820598364	101.317320001013	136.481101817869	0	0	-0.358149622471894	0	-0.474847327343462	0	0.116656129112556	0.0823380295122208	0	0	0.131438689313086	P2	P2	0.754241630621711	Cis	NA	0.116697704871568	80.2723886574458
CG10112	240.096999187672	150.303111274403	188.390439185211	207.497665651261	266.152422165269	206.050649477216	178.878694835996	167.944443977932	180.855102476411	147.623746147943	118.779204306595	152.903997010513	101.154638045524	192.654004835942	287.947161695829	282.054030270039	383.971804344136	154.150997324838	144.437247657973	221.587082857989	195.689817985715	242.632117323657	346.816980003468	278.896164584341	0	0	0.284322656159622	5.73955689778816e-11	-0.019870455474435	0.595168187524974	0.304268660454201	9.0814000143429e-08	1.67655476103736e-09	1	4.91992330447368e-07	Ambig	Ambig	14.3088142355583	Trans	NA	0.304193111634057	6.13165362948148
CG10117	354.810009910671	359.057432488853	380.144993355873	332.496259417082	361.206858652865	375.90321188411	374.019089202536	335.888887955864	429.327202725535	371.230302813209	465.572059737456	352.250796851321	339.289515111028	298.776973601503	222.709132874118	282.054030270039	305.156539241918	311.51347376061	428.798078984606	347.960966050435	386.828709971761	336.376344471434	348.765390003488	382.740481184893	0	0	-0.0733156325869675	0.0139580532451415	-0.237594445612579	0	0.164266808651263	0.000171483445920385	0.17997109564457	0	0.000537908836725874	Ambig	P2	0.308574690784295	Compensatory	Opposing	0.164278813025612	59.1217356481256
CG10119	217.421171486614	125.252592728669	185.026324199761	113.748720326896	128.323489258255	185.167137705877	228.68014964829	267.51150719342	225.66154678363	237.717650047055	160.139820091927	192.91625791046	181.235393164897	150.204817329718	130.476057643422	163.591337556622	175.818668304946	183.054309323245	198.601215529712	252.747766384893	195.689817985715	157.159439630096	144.182340001442	210.655613675406	0	0	-0.318087470895176	0	-0.163271071956903	0.000158888726659034	-0.154796400970015	0.010658936187145	0	0.00274551862477409	0.0218648635517163	P2	P2	1.94821695651719	Cis_+_Trans,opposing	Opposing	-0.154816398938273	51.3289855452081
CG10120	186.7421104793	250.505185457339	195.118669156112	219.997525027843	173.474346589863	180.990435351609	195.140394366541	187.138094718267	145.009947030636	186.700620128281	142.110833723961	165.76508087121	185.450169750127	313.470923122889	287.947161695829	262.310248151136	319.30286887565	327.570869315281	144.437247657973	190.426399331084	195.689817985715	170.945355387122	245.499660002455	225.490516046914	0	0	0.166312893549961	8.9702224025362e-05	0.369123807314714	5.55431165287421e-11	-0.202801745144398	0.000370100162235154	0.00150288484898563	1.73510012507653e-09	0.00107645651906744	Ambig	P1	0.450561275794826	Conserved/Ambiguous	NA	-0.202810913764753	64.5394996509447
CG10128	674.9393421609	670.797218835763	677.869169568216	629.992912579733	640.429265835178	616.759714313559	725.678341550573	684.973410795709	672.096664608286	666.477795109095	598.138135972494	622.333557925964	568.994839006071	555.104759696782	510.656294569946	614.877785988684	666.898397018762	600.546593744681	566.464830658611	619.751372368437	566.590286958639	548.679447129634	557.245260005573	682.405509089345	0	0	-0.0149360234221058	0.505925174074929	-0.00680709615152379	0.772880156833859	-0.00812179437402582	0.802206185136871	1	1	0.854579691052475	Ambig	Ambig	2.19418428793052	Conserved/Ambiguous	NA	-0.00812892727058201	45.5750232786129
