1	0.000000
15	0.000000
15	1.000000
49	1.000000
49	2.000000
65	2.000000
65	3.000000
70	3.000000
70	4.000000
84	4.000000
84	5.000000
99	5.000000
99	6.000000
116	6.000000
116	7.000000
135	7.000000
135	8.000000
238	8.000000
238	9.000000
270	9.000000
270	10.000000
272	10.000000
272	11.000000
286	11.000000
286	12.000000
316	12.000000
316	13.000000
328	13.000000
328	14.000000
329	14.000000
329	15.000000
455	15.000000
455	16.000000
490	16.000000
490	17.000000
502	17.000000
502	18.000000
506	18.000000
506	19.000000
570	19.000000
570	20.000000
627	20.000000
627	21.000000
652	21.000000
652	22.000000
684	22.000000
684	23.000000
690	23.000000
690	24.000000
931	24.000000
931	25.000000
1043	25.000000
1043	26.000000
1061	26.000000
1061	27.000000
1113	27.000000
1113	28.000000
1146	28.000000
1146	29.000000
1195	29.000000
1195	30.000000
1208	30.000000
1208	31.000000
1217	31.000000
1217	32.000000
1242	32.000000
1242	33.000000
1274	33.000000
1274	34.000000
1359	34.000000
1359	35.000000
1405	35.000000
1405	36.000000
1410	36.000000
1410	37.000000
1429	37.000000
1429	38.000000
1564	38.000000
1564	39.000000
1571	39.000000
1571	40.000000
1637	40.000000
1637	41.000000
1691	41.000000
1691	42.000000
1777	42.000000
1777	43.000000
1791	43.000000
1791	44.000000
1825	44.000000
1825	45.000000
1845	45.000000
1845	46.000000
1851	46.000000
1851	47.000000
1938	47.000000
1938	48.000000
1949	48.000000
1949	49.000000
2085	49.000000
2085	50.000000
2103	50.000000
2103	51.000000
2152	51.000000
2152	52.000000
2339	52.000000
2339	53.000000
2380	53.000000
2380	54.000000
2538	54.000000
2538	55.000000
2665	55.000000
2665	56.000000
2680	56.000000
2680	57.000000
2684	57.000000
2684	58.000000
2813	58.000000
2813	59.000000
2945	59.000000
2945	60.000000
3063	60.000000
3063	61.000000
3102	61.000000
3102	62.000000
3125	62.000000
3125	63.000000
3136	63.000000
3136	64.000000
3180	64.000000
3180	65.000000
3351	65.000000
3351	66.000000
3357	66.000000
3357	67.000000
3378	67.000000
3378	68.000000
3390	68.000000
3390	69.000000
3395	69.000000
3395	70.000000
3397	70.000000
3397	71.000000
3404	71.000000
3404	72.000000
3604	72.000000
3604	73.000000
3698	73.000000
3698	74.000000
3758	74.000000
3758	75.000000
3805	75.000000
3805	76.000000
3839	76.000000
3839	77.000000
3866	77.000000
3866	78.000000
3907	78.000000
3907	79.000000
3920	79.000000
3920	80.000000
3959	80.000000
3959	81.000000
4034	81.000000
4034	82.000000
4104	82.000000
4104	83.000000
4139	83.000000
4139	84.000000
4172	84.000000
4172	85.000000
4348	85.000000
4348	86.000000
4400	86.000000
4400	87.000000
4406	87.000000
4406	88.000000
4428	88.000000
4428	89.000000
4514	89.000000
4514	90.000000
4610	90.000000
4610	91.000000
4625	91.000000
4625	92.000000
4646	92.000000
4646	93.000000
4659	93.000000
4659	94.000000
4698	94.000000
4698	95.000000
4732	95.000000
4732	96.000000
4764	96.000000
4764	97.000000
4883	97.000000
4883	98.000000
4912	98.000000
4912	99.000000
5001	99.000000
