1	0.000000
50	0.000000
50	1.000000
53	1.000000
53	2.000000
86	2.000000
86	3.000000
94	3.000000
94	4.000000
144	4.000000
144	5.000000
151	5.000000
151	6.000000
196	6.000000
196	7.000000
241	7.000000
241	8.000000
268	8.000000
268	9.000000
323	9.000000
323	10.000000
336	10.000000
336	11.000000
357	11.000000
357	12.000000
360	12.000000
360	13.000000
388	13.000000
388	14.000000
446	14.000000
446	15.000000
515	15.000000
515	16.000000
518	16.000000
518	17.000000
535	17.000000
535	18.000000
610	18.000000
610	19.000000
644	19.000000
644	20.000000
647	20.000000
647	21.000000
666	21.000000
666	22.000000
712	22.000000
712	23.000000
720	23.000000
720	24.000000
726	24.000000
726	25.000000
776	25.000000
776	26.000000
805	26.000000
805	27.000000
829	27.000000
829	28.000000
944	28.000000
944	29.000000
956	29.000000
956	30.000000
964	30.000000
964	31.000000
977	31.000000
977	32.000000
1050	32.000000
1050	33.000000
1120	33.000000
1120	34.000000
1165	34.000000
1165	35.000000
1172	35.000000
1172	36.000000
1199	36.000000
1199	37.000000
1207	37.000000
1207	38.000000
1263	38.000000
1263	39.000000
1283	39.000000
1283	40.000000
1296	40.000000
1296	41.000000
1301	41.000000
1301	42.000000
1586	42.000000
1586	43.000000
1606	43.000000
1606	44.000000
1871	44.000000
1871	45.000000
1899	45.000000
1899	46.000000
1946	46.000000
1946	47.000000
1986	47.000000
1986	48.000000
2049	48.000000
2049	49.000000
2119	49.000000
2119	50.000000
2154	50.000000
2154	51.000000
2237	51.000000
2237	52.000000
2251	52.000000
2251	53.000000
2307	53.000000
2307	54.000000
2316	54.000000
2316	55.000000
2317	55.000000
2317	56.000000
2318	56.000000
2318	57.000000
2357	57.000000
2357	58.000000
2382	58.000000
2382	59.000000
2399	59.000000
2399	60.000000
2506	60.000000
2506	61.000000
2647	61.000000
2647	62.000000
2725	62.000000
2725	63.000000
2735	63.000000
2735	64.000000
2749	64.000000
2749	65.000000
2756	65.000000
2756	66.000000
2757	66.000000
2757	67.000000
2787	67.000000
2787	68.000000
2942	68.000000
2942	69.000000
2948	69.000000
2948	70.000000
3004	70.000000
3004	71.000000
3013	71.000000
3013	72.000000
3051	72.000000
3051	73.000000
3081	73.000000
3081	74.000000
3137	74.000000
3137	75.000000
3226	75.000000
3226	76.000000
3242	76.000000
3242	77.000000
3292	77.000000
3292	78.000000
3555	78.000000
3555	79.000000
3604	79.000000
3604	80.000000
3759	80.000000
3759	81.000000
3956	81.000000
3956	82.000000
3979	82.000000
3979	83.000000
4055	83.000000
4055	84.000000
4155	84.000000
4155	85.000000
4242	85.000000
4242	86.000000
4318	86.000000
4318	87.000000
4547	87.000000
4547	88.000000
4657	88.000000
4657	89.000000
4761	89.000000
4761	90.000000
4766	90.000000
4766	91.000000
4823	91.000000
4823	92.000000
4842	92.000000
4842	93.000000
4890	93.000000
4890	94.000000
4898	94.000000
4898	95.000000
4941	95.000000
4941	96.000000
4951	96.000000
4951	97.000000
5001	97.000000
