1	0.000000
16	0.000000
16	1.000000
24	1.000000
24	2.000000
41	2.000000
41	3.000000
89	3.000000
89	4.000000
99	4.000000
99	5.000000
128	5.000000
128	6.000000
146	6.000000
146	7.000000
186	7.000000
186	8.000000
223	8.000000
223	9.000000
233	9.000000
233	10.000000
235	10.000000
235	11.000000
236	11.000000
236	12.000000
325	12.000000
325	13.000000
371	13.000000
371	14.000000
380	14.000000
380	15.000000
389	15.000000
389	16.000000
447	16.000000
447	17.000000
454	17.000000
454	18.000000
477	18.000000
477	19.000000
515	19.000000
515	20.000000
528	20.000000
528	21.000000
566	21.000000
566	22.000000
596	22.000000
596	23.000000
600	23.000000
600	24.000000
662	24.000000
662	25.000000
688	25.000000
688	26.000000
763	26.000000
763	27.000000
860	27.000000
860	28.000000
956	28.000000
956	29.000000
962	29.000000
962	30.000000
969	30.000000
969	31.000000
1093	31.000000
1093	32.000000
1247	32.000000
1247	33.000000
1346	33.000000
1346	34.000000
1417	34.000000
1417	35.000000
1445	35.000000
1445	36.000000
1593	36.000000
1593	37.000000
1611	37.000000
1611	38.000000
1674	38.000000
1674	39.000000
1688	39.000000
1688	40.000000
1692	40.000000
1692	41.000000
1697	41.000000
1697	42.000000
1724	42.000000
1724	43.000000
1774	43.000000
1774	44.000000
1897	44.000000
1897	45.000000
2081	45.000000
2081	46.000000
2086	46.000000
2086	47.000000
2145	47.000000
2145	48.000000
2149	48.000000
2149	49.000000
2172	49.000000
2172	50.000000
2199	50.000000
2199	51.000000
2224	51.000000
2224	52.000000
2284	52.000000
2284	53.000000
2301	53.000000
2301	54.000000
2351	54.000000
2351	55.000000
2452	55.000000
2452	56.000000
2515	56.000000
2515	57.000000
2545	57.000000
2545	58.000000
2557	58.000000
2557	59.000000
2566	59.000000
2566	60.000000
2600	60.000000
2600	61.000000
2628	61.000000
2628	62.000000
2645	62.000000
2645	63.000000
2805	63.000000
2805	64.000000
2898	64.000000
2898	65.000000
2910	65.000000
2910	66.000000
2924	66.000000
2924	67.000000
2962	67.000000
2962	68.000000
2988	68.000000
2988	69.000000
3014	69.000000
3014	70.000000
3028	70.000000
3028	71.000000
3147	71.000000
3147	72.000000
3303	72.000000
3303	73.000000
3305	73.000000
3305	74.000000
3534	74.000000
3534	75.000000
3597	75.000000
3597	76.000000
3610	76.000000
3610	77.000000
3622	77.000000
3622	78.000000
3635	78.000000
3635	79.000000
3698	79.000000
3698	80.000000
3709	80.000000
3709	81.000000
3781	81.000000
3781	82.000000
3827	82.000000
3827	83.000000
3905	83.000000
3905	84.000000
3943	84.000000
3943	85.000000
4143	85.000000
4143	86.000000
4298	86.000000
4298	87.000000
4425	87.000000
4425	88.000000
4550	88.000000
4550	89.000000
4611	89.000000
4611	90.000000
4895	90.000000
4895	91.000000
4900	91.000000
4900	92.000000
4955	92.000000
4955	93.000000
4964	93.000000
4964	94.000000
5001	94.000000
