gene	RNA_P1_1	RNA_P1_3	RNA_P1_5	RNA_P2_1	RNA_P2_3	RNA_P2_5	RNA_HYB_P1_1	RNA_HYB_P1_3	RNA_HYB_P1_5	RNA_HYB_P2_1	RNA_HYB_P2_3	RNA_HYB_P2_5
CG4656	683.990206144854	671.520955228625	719.101252614098	514.409389275157	607.756226881687	581.96640801493	708.975580568035	835.910724734598	831.704371428216	526.286705208396	552.354993908608	531.531354903921
CG4670	652.397125029618	524.501574498098	602.839373448944	534.559065813585	584.893923676106	542.677536587762	502.81956068655	442.223738246691	542.848960992069	626.281179197992	542.030601499102	435.681438445837
CG4672	556.038227628149	645.69322618137	759.290544177361	631.751623234236	659.196409094243	704.744131224831	570.700201379234	585.137507314219	647.434540632743	710.487052031335	733.031861074976	555.493834018442
CG4673	868.809730668983	778.805368194145	826.751140729981	858.139165518925	817.32733959951	755.08299774089	741.658852012661	781.981000558173	794.352378699404	715.749919083419	686.572095232196	679.663043975506
CG4679	301.713924650501	353.641213108566	390.410260900269	404.178805859052	325.787820679525	311.855416953148	306.719932018795	264.255648464486	293.835676133322	278.93195376045	309.731772285201	287.549749374253
CG4685	363.320432825211	349.667716332065	430.599552463532	303.430423166913	279.110618301464	360.966506237108	512.875951900281	442.223738246691	458.184444140095	268.406219656282	387.164715356501	357.258779525586
CG4686	530.763762735961	496.687097062593	548.296763470231	301.059872985921	278.158022334565	255.377664276594	495.277267276252	520.421838302508	627.513477844043	347.349225437542	325.218360899461	265.765677451961
CG4698	53.7082378959008	79.4699355300148	40.189291563263	80.5987061537112	72.3972934843388	108.044396424713	100.56391213731	86.2875586822811	84.664516851974	115.783075145847	108.40612029982	121.990802764834
CG4699	646.078508806571	709.269174605382	690.394615783196	434.995958211941	560.126428536727	408.84981828897	807.025394901912	730.747762590568	981.112342343464	510.498104052144	356.191538127981	296.263378143169
CG4705	110.575783903325	145.032632342277	80.3785831265259	210.978966108244	209.571112717823	213.633238385227	158.388161616263	145.610255276349	79.6842511547991	197.357514453149	291.664085568564	252.695234298586
CG4707	251.164994866124	262.250787249049	266.97172252739	241.796118461134	289.589173937355	279.933208918574	248.895682539842	231.897813958631	231.582354918635	207.883248557317	209.068946292511	193.878240108398
CG4710	236.948108364268	260.264038860799	137.79185678833	146.974111221473	161.941314372863	306.944308024752	422.368430976702	296.613482970341	174.309299401123	226.30328323961	412.975696380268	413.897366523545
CG4717	195.877102914462	218.542322707541	223.911767281037	109.045308325609	76.2076773519356	240.644337491406	341.917301266854	318.185372640912	258.973816253097	105.257341041679	185.839063371121	169.915760993877
CG4719	644.49885475081	727.149910099635	783.691185483628	698.127028301999	662.054196994941	690.010804439642	653.665428892515	622.888314237717	759.490518819179	828.901560703224	542.030601499102	527.174540519463
CG4720	330.147697654214	345.694219555564	271.277718052025	246.537218823117	274.347638466968	283.616540614871	258.952073753573	318.185372640912	293.835676133322	252.61761850003	252.947614032914	178.629389762793
CG4722	652.397125029618	675.494452005126	436.340879829712	571.302593618953	663.00679296184	865.582948629801	970.441752125041	722.658303964104	473.12524123162	1189.40795377098	1143.42645935287	1594.59406471176
CG4735	78.9827027880894	160.92661944828	110.520551798973	123.268609411558	108.595940226508	104.361064728416	140.789476992234	121.341879396958	151.898103763836	105.257341041679	103.243924095067	102.385138034772
CG4742	638.180238527762	631.785987463618	667.429306318474	592.637545247877	596.325075278896	613.888616049504	714.003776174901	647.156690117108	620.043079298281	776.272890182385	601.395857853765	588.16994190188
CG4755	306.452886817787	194.701342048536	200.946457816315	215.720066470227	211.476304651621	233.277674098812	213.698313291784	275.041593299771	246.52315201016	236.829017343778	191.001259575874	233.089569568523
CG4756	524.445146512914	558.276297098354	490.883489808426	487.148062193755	537.264125331146	556.183086140851	538.016929934608	474.581572752546	425.812717108458	499.972369947977	596.233661649012	357.258779525586
CG4764	653.97677908538	607.945006804613	368.880283277092	794.134310632155	873.530501646562	998.182889696493	862.335546577433	730.747762590568	249.013284858747	1099.93921388555	1478.96921266183	1577.16680717393
CG4768	175.341600189558	190.727845272036	147.839179679146	202.682040474774	182.898425644645	160.83881740497	155.87406381283	121.341879396958	189.250096492648	186.831780348981	113.568316504574	141.596467494897
CG4774	268.541189479504	349.667716332065	321.514332506104	324.765374795836	287.683982003557	300.805421864257	241.353389129544	353.239693355588	321.227137467784	255.249052026072	291.664085568564	265.765677451961
CG4780	180.080562356844	164.900116224781	225.347099122582	276.16909608551	198.139961115033	249.238778116099	168.444552829994	191.450520826311	191.740229341235	244.723317921904	271.015300749551	196.056647300627
CG4792	581.312692520338	719.202916546634	640.158001329117	687.459552487537	646.812661524554	604.066398192712	512.875951900281	523.118324511329	602.612149358168	536.812439312564	578.165974932375	531.531354903921
CG4797	243.266724587315	379.468942155821	282.760372784386	308.171523528896	302.925517473944	331.499852666732	357.00188808745	401.776445114371	351.108731650834	231.566150291694	206.487848190134	355.080372333357
CG4806	355.422162546402	319.86649050831	387.539597217179	368.620553144179	332.455992447819	365.877615165504	329.34681224969	380.204555443801	463.16470983727	315.772023125038	338.123851411344	313.690635681003
CG4807	619.224389858621	572.183535816107	320.079000664559	674.421526492084	683.011308266723	505.844219624791	786.91261247445	609.40588319361	517.947632506194	565.758208099026	601.395857853765	864.827655314987
CG4813	104.257167680278	83.4434323065155	160.757166253052	75.8576057917282	78.112869285734	100.677733032119	165.930455026561	231.897813958631	169.329033703948	84.2058728333434	92.9195316855603	87.1362876891674
CG4820	64.7658162862333	139.072387177526	120.567874689789	130.380259954533	127.647859564492	154.699931244475	72.9088362995497	118.645393188137	126.996775277961	89.4687398854274	152.284788040224	87.1362876891674
CG4840	224.310875918174	210.595329154539	251.183072270394	168.309062850397	190.519193379839	187.849916511148	191.071433060889	175.271603573384	194.230362189823	134.203109828141	178.095769063991	156.845317840501
CG4841	488.113103230393	411.256916367827	229.653094647217	610.416671605313	708.731399373001	611.433061585306	671.264113516544	364.025638190874	346.128465953659	668.384115614663	678.828800925066	1019.49456596326
CG4845	721.901903483137	717.216168158384	792.303176532899	615.157771967296	622.045166385175	540.221982123564	791.940808081316	879.054504075739	876.52676270279	655.226947984453	588.490367341882	487.963211059338
CG4851	139.009556907037	139.072387177526	61.7192691864396	128.009709773541	153.36795067077	165.749926333366	253.923878146708	145.610255276349	94.6250482463239	149.991710984393	299.407379875694	324.582671642149
CG4852	240.107416475792	220.529071095791	232.523758330307	224.016992103697	245.769759459992	276.249877222277	261.466171557006	199.539979452775	224.111956372872	205.251815031275	286.501889363811	235.267976760752
CG4853	944.633125345549	768.871626252893	885.59974623333	717.091429749931	737.309278379977	678.960809350751	615.953961841024	622.888314237717	597.631883660993	628.912612724034	655.598918003675	568.564277171817
CG4866	175.341600189558	222.515819484041	212.429112548676	208.608415927253	182.898425644645	155.927708476574	165.930455026561	226.504841540988	169.329033703948	163.148878614603	250.366515930537	178.629389762793
CG4867	385.435589605876	286.091767908053	341.608978287735	445.663434026403	453.435680244017	387.977605343287	321.804518839392	285.827538135056	313.756738922021	415.766497114633	351.029341923228	331.117893218836
CG4875	254.324302977648	260.264038860799	310.031677773743	247.722493913612	268.632062665573	283.616540614871	228.78290011238	245.380245002737	258.973816253097	278.93195376045	245.204319725784	217.840719222919
CG4877	622.383697970145	599.998013251612	660.252647110749	555.894017442508	646.812661524554	553.727531676653	693.890993747439	496.153462423116	687.276666210142	536.812439312564	531.706209089595	505.390468597171
CG4879	217.992259695127	222.515819484041	206.687785182495	532.188515632593	561.079024503626	327.816520970435	125.704890171637	142.913769067528	194.230362189823	371.032127171919	369.097028639865	416.075773715775
CG4880	679.251243977569	770.858374641144	821.009813363801	869.991916423883	844.000026672687	741.577448187801	593.327081610129	647.156690117108	547.829226689244	663.121248562579	676.247702822689	588.16994190188
CG4881	496.011373509202	540.395561604101	332.996987238465	723.017805202409	739.214470313776	758.766329437187	668.750015713111	399.07995890555	318.737004619196	647.332647406328	758.842842098742	914.931020736258
CG4882	284.337730037122	266.22428402555	259.795063319664	272.613270814023	255.295719128984	288.527649543267	188.557335257456	272.34510709095	261.463949101685	315.772023125038	276.177496954304	189.521425723939
CG4884	257.483611089171	244.370051754796	206.687785182495	210.978966108244	183.851021611545	205.038797760534	193.585530864322	188.75403461749	196.72049503841	168.411745666687	206.487848190134	169.915760993877
CG4887	413.869362609589	365.561703438068	277.019045418205	612.787221786304	645.860065557654	535.310873195167	517.904147507146	393.686986487908	308.776473224847	652.595514458411	683.990997129819	832.151547431549
CG4889	236.948108364268	254.303793696047	200.946457816315	376.91747877765	413.426649634251	405.166486592673	331.860910053123	275.041593299771	99.6053139434989	399.977895958381	490.408639451568	592.526756286339
CG4896	184.819524524129	141.059135565776	101.908560749703	228.75809246568	235.291203824101	233.277674098812	256.43797595014	253.469703629201	199.210627886998	218.408982661485	211.650044394887	278.836120605336
CG4903	278.019113814075	270.19778080205	337.3029827631	580.784794342919	678.248328432227	434.633140163049	296.663540805064	269.648620882129	353.598864499421	563.126774572984	480.084247042062	483.606396674879
CG4908	287.497038148645	292.052013072804	170.804489143868	504.927188551191	498.207690688279	493.566447303801	377.114670514912	280.434565717414	99.6053139434989	455.238000005263	640.112329389415	596.883570670797
CG4917	410.710054498065	397.349677650074	400.457583791085	322.394824614845	266.726870731775	305.716530792653	397.227452942374	479.974545170189	423.32258425987	247.354751447946	252.947614032914	278.836120605336
CG4919	265.38188136798	270.19778080205	341.608978287735	239.425568280142	249.580143327589	275.022099990178	251.409780343275	355.93617956441	378.500192985296	299.983421968786	309.731772285201	217.840719222919
CG4920	101.097859568754	180.794103330784	142.097852312966	174.235438302876	154.32054663767	115.411059817307	110.620303351041	177.968089782205	112.055978186436	131.571676302099	118.730512709327	87.1362876891674
CG4936	802.464260326988	596.024516475111	770.773198909722	581.970069433415	571.557580139517	574.599744622336	729.088362995497	841.303697152241	931.309685371715	505.235237000061	588.490367341882	548.958612441755
CG4937	473.896216728536	456.952129297585	411.940238523445	419.587382035497	460.103852012311	419.899813377861	412.312039762971	436.830765829048	532.888429597719	378.926427750045	400.070205868385	350.723557948899
CG4942	142.168865018561	147.019380730527	132.05052942215	123.268609411558	129.553051498291	98.2221785679206	125.704890171637	107.859448352851	114.546111035024	121.045942197931	103.243924095067	71.8874373435631
CG4943	263.802227312219	258.277290472548	244.006413062668	381.658579139633	390.56434642867	444.455358019841	246.381584736409	186.057548408669	261.463949101685	647.332647406328	611.720250263272	533.709762096151
CG4947	69.5047784535187	63.5759484240118	60.2839373448944	232.313917737168	251.485335261388	272.56654552598	95.5357165304445	75.501613846996	64.7434540632743	394.715028906297	521.381816680088	483.606396674879
CG4949	273.280151646789	262.250787249049	281.325040942841	229.943367556176	251.485335261388	217.316570081524	201.12782427462	204.932951870418	204.190893584173	157.886011562519	211.650044394887	239.62479114521
CG4951	557.617881683911	619.865497134115	577.003400301133	675.606801582579	511.544034224868	475.149788822316	548.073321148339	515.028865884865	517.947632506194	513.129537578187	570.422680625245	376.864444255649
CG4953	200.616065081747	188.741096883785	113.391215482063	263.131070090057	325.787820679525	241.872114723505	206.156019881485	172.575117364562	126.996775277961	318.40345665108	271.015300749551	426.96780967692
CG4957	63.1861622304715	67.5494452005126	55.9779418202591	34.3729776243768	45.7246064111614	46.6555348197623	110.620303351041	86.2875586822811	94.6250482463239	47.3658034687557	56.7841582522869	82.7794733047091
CG4963	282.75807598136	290.065264684554	292.807695675202	136.306635407012	155.273142604569	189.077693743247	341.917301266854	291.220510552699	323.717270316371	192.094647401065	232.298829213901	217.840719222919
CG4976	598.688887133718	588.077522922109	617.192691864396	670.865701220596	586.799115609904	547.588645516158	538.016929934608	512.332379676044	555.299625235006	571.02107515111	544.611699601478	490.141618251567
CG4980	672.932627754522	639.732981016619	727.713243663369	789.393210270172	704.921015505405	780.866319614969	628.524450858187	663.335607370036	717.158260393192	636.80691330216	694.315389539326	636.094900130922
CG4996	186.399178579891	150.992877507028	200.946457816315	260.760519909066	258.153507029682	241.872114723505	165.930455026561	142.913769067528	189.250096492648	284.194820812534	283.920791261434	206.948683261773
CG5000	131.111286628228	143.045883954027	119.132542848244	139.862460678499	153.36795067077	90.8555151753266	60.338347282386	115.948906979315	109.565845337849	63.1544046250076	82.5951392760536	130.704431533751
CG5003	728.220519706184	798.672852076649	749.243221286545	688.644827578033	652.528237325949	608.977507121108	636.066744268486	722.658303964104	859.095832762678	623.64974567195	601.395857853765	516.282504558317
CG5004	428.086249111445	389.402684097072	413.375570364991	497.815538008216	533.453741463549	414.988704449465	281.578953984468	347.846720937946	405.891654319758	515.760971104228	376.840322946995	376.864444255649
CG5009	473.896216728536	393.376180873573	421.987561414261	501.371363279704	449.62529637642	424.810922306257	377.114670514912	458.402655499618	527.908163900544	497.340936421935	505.895228065828	531.531354903921
CG5010	265.38188136798	393.376180873573	456.435525611344	143.418285949986	180.993233710847	298.349867400059	424.882528780135	560.869131434827	530.398296749132	373.663560697961	304.569576080448	274.479306220877
CG5012	489.692757286154	492.713600286092	579.874063984223	394.696605135086	377.228002892081	525.488655338375	497.791365079684	706.479386711177	697.237197604492	621.018312145908	681.409899027442	479.249582290421
CG5026	443.882789669063	496.687097062593	556.908754519501	433.810683121446	438.19414477363	374.472055790197	397.227452942374	450.313196873155	420.832451411283	447.343699427137	382.002519151748	274.479306220877
CG5027	345.944238211832	357.614709885067	416.246234048081	405.364080949548	397.232518196964	389.205382575386	379.628768318345	323.578345058554	353.598864499421	397.346462432339	423.300088789775	291.906563758711
CG5033	104.257167680278	103.310916189019	74.6372557603455	113.786408687592	120.027091829299	112.955505353109	80.451129709848	102.466475935209	151.898103763836	92.1001734114694	183.257965268744	76.2442517280215
CG5037	578.153384408814	641.71972940487	354.526964861641	405.364080949548	381.038386759678	438.316471859346	666.235917909679	485.367517587831	323.717270316371	457.869433531305	645.274525594169	623.024456977547
CG5038	101.097859568754	123.178400071523	163.627829936142	94.8220072396603	114.311516027903	103.133287496317	110.620303351041	140.217282858707	154.388236612423	68.4172716770915	61.9463544570402	87.1362876891674
CG5053	559.197535739673	552.316051933603	632.981342121392	536.929615994576	637.286701855562	594.24418033592	678.806406926842	690.300469458249	622.533212146868	478.920901739641	583.328171137129	531.531354903921
CG5055	489.692757286154	615.892000357615	551.167427153321	544.041266537551	542.979701132541	558.638640605049	512.875951900281	555.476159017185	580.200953720881	473.658034687557	425.881186892151	562.02905559513
CG5057	663.454703419951	627.812490687117	651.640656061478	843.915864432976	806.848783963619	815.244082113741	487.734973865953	582.441021105398	597.631883660993	499.972369947977	565.260484420492	684.019858359964
CG5063	860.911460390175	814.566839182652	937.271692528954	885.400492600328	832.568875069897	620.027502209999	729.088362995497	706.479386711177	814.273441488103	760.484289026133	671.085506617935	555.493834018442
CG5067	451.781059947871	458.938877685835	426.293556938896	308.171523528896	265.774274764875	278.705431686475	610.925766234158	488.064003796653	600.122016509581	299.983421968786	273.596398851928	263.587270259731
CG5068	486.533449174631	462.912374462336	589.921386875039	484.777512012763	514.401822125565	486.199783911207	548.073321148339	520.421838302508	488.066038323145	684.172716770915	526.544012884842	498.855247020484
CG5072	552.878919516626	532.448568051099	595.662714241219	421.957932216488	447.720104442622	470.23867989392	525.446440917445	609.40588319361	572.730555175119	468.395167635473	495.570835656322	461.822324752587
CG5073	120.053708237896	75.4964387535141	77.5079194434357	101.933657782635	82.87584912023	79.8055200864355	93.0216187270117	64.7156690117108	92.1349153977365	81.5744393073014	56.7841582522869	78.4226589202507
CG5081	361.740778769449	377.48219376757	374.621610643273	496.630262917721	486.776539085489	412.533149985267	424.882528780135	520.421838302508	353.598864499421	473.658034687557	462.016560325425	450.930288791442
CG5083	259.063265144933	309.932748567058	364.574287752457	338.988675881785	325.787820679525	267.655436597584	181.015041847158	248.076731211558	239.052753464397	289.457687864618	206.487848190134	274.479306220877
CG5087	363.320432825211	373.50869699107	436.340879829712	369.805828234675	369.607235156888	426.038699538356	460.079898028193	372.115096817337	346.128465953659	413.135063588591	276.177496954304	328.939486026607
CG5091	143.748519074323	115.231406518521	126.309202055969	106.674758144618	105.738152325811	138.738827227188	208.670117684918	148.306741485171	161.858635158186	63.1544046250076	98.0817278903137	126.347617149293
CG5092	878.287655003554	929.798245701173	608.580700815125	872.362466604874	858.288966176175	741.577448187801	1143.9145005619	1083.98745594616	851.625434216916	968.367537583449	882.735551012823	1143.66377592032
CG5093	123.213016349419	125.165148459773	149.274511520691	98.3778325111475	112.406324094105	218.544347313623	150.845868205965	142.913769067528	141.937572369486	215.777549135443	98.0817278903137	124.169209957064
CG5098	491.272411341916	512.581084168595	543.990767945595	378.102753868145	422.952609303243	481.288674982811	377.114670514912	296.613482970341	398.421255773996	384.189294802129	462.016560325425	337.653114795524
CG5099	963.588974014691	818.540335959152	928.659701479684	836.804213890002	853.525986341679	852.077399076711	844.736861953404	835.910724734598	938.780083917477	744.695687869881	505.895228065828	836.508361816007
CG5112	862.491114445936	766.884877864643	888.470409916421	789.393210270172	659.196409094243	783.321874079167	729.088362995497	792.766945393458	732.099057484717	721.012786135503	841.437981374796	675.306229591048
CG5118	64.7658162862333	83.4434323065155	113.391215482063	152.900486673952	147.652374869375	142.422158923485	175.986846240292	142.913769067528	117.036243883611	139.465976880225	242.623221623407	196.056647300627
CG5121	132.69094068399	123.178400071523	200.946457816315	173.05016321238	152.415354703871	193.988802671643	181.015041847158	124.038365605779	159.368502309598	136.834543354183	134.217101323587	169.915760993877
CG5124	199.036411025985	274.171277578551	269.84238621048	258.389969728074	216.239284486117	218.544347313623	213.698313291784	347.846720937946	286.365277587559	131.571676302099	250.366515930537	165.558946609418
CG5126	660.295395308427	667.547458452124	485.142162442246	839.174764070993	799.228016228425	998.182889696493	1133.85810934817	755.01613846996	627.513477844043	794.692924864679	1282.80575688121	1418.1430821412
CG5127	465.997946449728	452.978632521084	437.776211671257	489.518612374746	458.198660078513	419.899813377861	452.537604617895	461.09914170844	503.006835414669	455.238000005263	407.813500175515	357.258779525586
CG5131	175.341600189558	147.019380730527	86.1199104927064	232.313917737168	244.817163493093	233.277674098812	236.325193522678	118.645393188137	89.644782549149	257.880485552114	418.137892585021	426.96780967692
CG5133	431.245557222968	460.925626074086	548.296763470231	436.181233302437	469.629811681303	412.533149985267	470.136289241924	582.441021105398	468.144975534445	607.861144515698	498.151933758698	470.535953521504
CG5134	180.080562356844	150.992877507028	137.79185678833	216.905341560723	219.097072386815	175.572144190158	188.557335257456	221.111869123345	161.858635158186	163.148878614603	201.325651985381	152.488503456043
CG5146	796.145644103941	778.805368194145	783.691185483628	805.987061537112	871.625309712764	763.677438365583	603.38347282386	512.332379676044	647.434540632743	810.48152602093	671.085506617935	906.217391967341
CG5165	143.748519074323	75.4964387535141	143.533184154511	93.6367321491645	103.832960392012	89.6277379432276	153.359966009398	88.9840448911024	134.467173823723	55.2601040468816	123.89270891408	98.0283236503134
CG5166	1096.27991469868	965.55971668968	967.413661201401	860.509715699917	847.810410540284	957.666241037226	1312.3590533919	992.306924846233	1324.75067544854	1126.25354914597	717.545272460716	819.081104278174
CG5167	268.541189479504	174.833858166033	266.97172252739	65.1901299772664	80.0180612195324	39.2888714271683	226.268802308947	302.006455387984	194.230362189823	107.888774567721	56.7841582522869	26.1408863067502
CG5169	540.241687070531	520.528077721597	556.908754519501	495.444987827225	413.426649634251	604.066398192712	548.073321148339	577.048048687755	567.750289477944	510.498104052144	505.895228065828	501.033654212713
CG5179	164.284021799226	127.151896848024	163.627829936142	196.755665022295	179.088041777049	130.144386602495	168.444552829994	159.092686320456	139.447439520898	123.677375723973	118.730512709327	132.88283872598
CG5180	480.214832951584	337.747226002563	386.104265375634	335.432850610298	400.090306097662	430.949808466752	321.804518839392	350.543207146767	368.539661590946	368.400693645877	379.421421049371	344.188336372211
CG5183	800.884606271227	824.500581123904	498.060149016152	772.799359003231	823.042915400905	617.571947745801	1086.09025108295	806.249376437564	503.006835414669	778.904323708427	859.505668091433	797.297032355882
CG5184	481.794487007345	558.276297098354	618.628023705941	539.300166175568	502.970670522775	450.594244180336	460.079898028193	506.939407258402	395.931122925408	418.397930640675	446.529971711165	481.42798948265
CG5187	385.435589605876	365.561703438068	449.258866403618	416.031556764009	485.82394311859	492.338670071702	417.340235369836	396.383472696729	428.302849957045	505.235237000061	459.435462223048	383.399665832337
CG5188	187.978832635653	137.085638789276	183.722475717774	123.268609411558	130.50564746519	74.8944111580395	216.212411095216	318.185372640912	258.973816253097	173.674612718771	77.4329430713003	121.990802764834
CG5189	157.965405576179	91.390425859517	136.356524946785	161.197412307422	122.884879729996	147.333267851881	145.817672599099	126.7348518146	109.565845337849	168.411745666687	196.163455780627	126.347617149293
CG5190	489.692757286154	437.084645415081	568.391409251862	433.810683121446	398.185114163864	444.455358019841	357.00188808745	453.009683081976	388.460724379646	336.823491333374	443.948873608788	357.258779525586
CG5191	259.063265144933	242.383303366545	221.041103597946	280.910196447493	243.864567526194	193.988802671643	221.240606702082	194.147007035133	278.894879041797	242.091884395862	160.028082347354	222.197533607377
CG5196	884.606271226601	876.156039218413	1004.73228908157	762.131883188769	825.900703301602	1064.48286022984	849.765057560269	1019.27178693445	908.898489734427	944.684635849071	1024.69594664354	849.578804969383
CG5199	126.372324460943	119.204903295022	113.391215482063	168.309062850397	170.514678074956	160.83881740497	145.817672599099	110.555934561673	141.937572369486	99.9944739895953	113.568316504574	108.920359611459
CG5203	260.642919200695	230.462813037043	159.321834411507	412.475731492522	426.76299317084	348.688733916118	284.093051787901	213.022410496882	92.1349153977365	381.557861276087	369.097028639865	529.352947711692
CG5205	394.913513940447	439.071393803332	467.918180343705	360.323627510709	321.977436811928	302.033199096356	467.622191438491	434.134279620227	483.08577262597	292.08912139066	291.664085568564	252.695234298586
CG5206	720.322249427375	772.845123029394	762.161207860451	694.571203030511	780.176096890441	697.377467832236	751.715243226392	617.495341820074	799.332644396579	694.698450875083	487.827541349192	714.517559051173
CG5210	104.257167680278	139.072387177526	123.438538372879	248.907769004108	165.75169824046	103.133287496317	100.56391213731	86.2875586822811	89.644782549149	105.257341041679	82.5951392760536	113.277173995918
CG5212	567.095806018482	655.626968122622	657.381983427659	488.33333728425	570.604984172618	529.171987034672	472.650387045357	566.26210385247	515.457499657607	497.340936421935	361.353734332735	444.395067214754
CG5214	767.711871100229	794.699355300148	803.785831265259	841.545314251985	765.887157386953	919.605146842157	779.370319064152	798.1599178111	886.48729409714	997.313306369911	784.653823122509	723.23118782009
CG5215	718.742595371614	766.884877864643	838.233795462342	777.540459365214	732.546298545481	820.155191042137	724.060167388632	682.211010831785	789.372113002229	799.955791916762	810.464804146276	686.198265552194
CG5216	445.462443724824	452.978632521084	284.195704625931	466.998385655327	442.004528641227	432.177585698851	719.031971781766	506.939407258402	318.737004619196	436.817965322969	578.165974932375	553.315426826213
CG5220	146.907827185846	176.820606554283	189.463803083954	176.605988483867	168.609486141158	166.977703565465	145.817672599099	215.718896705703	189.250096492648	181.568913296897	95.500629787937	124.169209957064
CG5222	439.143827501777	305.959251790557	396.151588266449	430.254857849958	438.19414477363	370.7887240939	256.43797595014	307.399427805626	445.733779897157	352.612092489626	314.893968489954	283.192934989794
CG5229	439.143827501777	409.270167979576	241.135749379578	519.15048963714	655.386025226646	586.877516943326	462.593995831626	458.402655499618	189.250096492648	671.015549140705	567.841582522869	712.339151858944
CG5235	840.375957665271	866.222297277161	915.741714905778	654.271849953656	758.266389651759	601.610843728514	603.38347282386	469.188600334904	607.592415055343	463.132300583389	495.570835656322	461.822324752587
CG5241	210.093989416318	186.754348495535	180.851812034683	214.534791379731	252.437931228287	236.961005795109	201.12782427462	213.022410496882	253.993550555922	205.251815031275	283.920791261434	159.023725032731
CG5242	132.69094068399	162.91336783653	162.192498094597	164.75323757891	186.708809512242	173.11658972596	216.212411095216	199.539979452775	119.526376732199	136.834543354183	118.730512709327	156.845317840501
CG5248	364.900086880973	303.972503402307	371.750946960182	312.912623890879	341.981952116811	403.938709360574	346.945496873719	337.060776102661	308.776473224847	518.39240463027	428.462284994528	411.718959331316
CG5249	567.095806018482	844.368065006407	653.075987903023	45.0404534388386	110.501132160307	998.182889696493	950.328969697579	639.067231490645	418.342318562695	1265.71952602619	794.978215532016	387.756480216795
CG5252	781.928757602085	747.017393982139	915.741714905778	817.83981244207	796.370228327727	773.499656222375	598.355277216994	598.619938358325	791.862245850816	747.327121395923	650.436721798922	612.132421016401
CG5263	202.195719137509	190.727845272036	229.653094647217	274.983820995015	245.769759459992	201.355466064237	163.416357223129	199.539979452775	244.033019161572	192.094647401065	170.352474756861	191.699832916168
CG5268	186.399178579891	123.178400071523	206.687785182495	146.974111221473	137.173819233484	160.83881740497	130.733085778503	151.003227693992	169.329033703948	121.045942197931	167.771376654484	126.347617149293
CG5269	606.587157412527	623.838993910616	703.312602357102	705.238678844973	708.731399373001	676.505254886553	698.919189354304	676.818038414143	600.122016509581	744.695687869881	603.976955956142	498.855247020484
CG5284	191.138140747176	252.317045307797	266.97172252739	220.46116683221	238.148991724799	233.277674098812	193.585530864322	153.699713902813	231.582354918635	263.143352604198	247.785417828161	198.235054492856
CG5285	91.6199352341837	91.390425859517	74.6372557603455	68.7459552487537	76.2076773519356	49.1110892839603	93.0216187270117	80.8945862646385	49.8026569717494	55.2601040468816	20.6487848190134	30.4977006912086
CG5289	682.410552089092	788.739110135397	769.337867068177	852.212790066446	858.288966176175	912.238483449563	726.574265192065	911.412338581594	781.901714456466	944.684635849071	926.614218753226	806.010661124799
CG5303	349.103546323355	290.065264684554	357.397628544731	303.430423166913	319.11964891123	306.944308024752	253.923878146708	204.932951870418	296.325808981909	328.929190755248	268.434202647174	287.549749374253
CG5304	309.61219492931	194.701342048536	173.675152826958	318.838999343358	330.550800514021	333.95540713093	364.544181497749	258.862676046843	151.898103763836	355.243526015668	420.718990687398	522.817726135005
CG5310	47.3896216728537	71.5229419770133	58.8486055033493	78.2281559727197	106.69074829271	56.4777526765544	60.338347282386	70.1086414293534	64.7434540632743	57.8915375729236	41.2975696380268	52.2817726135005
CG5313	270.120843535266	303.972503402307	173.675152826958	359.138352420213	326.740416646424	317.994303113643	319.290421035959	231.897813958631	164.348768006773	363.137826593793	451.692167915918	568.564277171817
CG5316	69.5047784535187	95.3639226360178	97.6025652250672	58.0784794342919	66.6817176829437	81.0332973185345	60.338347282386	97.0735035175663	94.6250482463239	81.5744393073014	67.1085506617936	39.2113294601253
CG5323	375.957665271306	365.561703438068	436.340879829712	334.247575519802	341.029356149912	320.449857577841	427.396626583567	458.402655499618	433.28311565422	299.983421968786	314.893968489954	257.052048683044
CG5325	709.264671037043	522.514826109847	473.659507709885	727.758905564392	710.6365913068	753.855220508791	995.582730159369	1000.3963834727	664.865470572855	897.318832380316	1035.02033905305	1082.66837453791
CG5336	284.337730037122	218.542322707541	235.394422013397	283.280746628485	269.584658632472	184.166584814851	253.923878146708	258.862676046843	308.776473224847	271.037653182324	211.650044394887	252.695234298586
CG5341	609.74646552405	564.236542263105	658.817315269204	516.779939456148	560.126428536727	569.68863569394	568.186103575801	582.441021105398	617.552946449693	510.498104052144	573.003778727622	527.174540519463
CG5343	464.418292393966	447.018387356333	440.646875354348	323.580099705341	315.309265043634	240.644337491406	693.890993747439	703.782900502355	796.842511547991	368.400693645877	283.920791261434	350.723557948899
CG5354	107.416475791802	99.3374194125185	63.1546010279847	163.567962488414	196.234769181234	176.799921422257	153.359966009398	118.645393188137	79.6842511547991	128.940242776057	214.231142497264	215.662312030689
CG5360	489.692757286154	425.164155085579	473.659507709885	445.663434026403	455.340872177815	434.633140163049	311.748127625661	350.543207146767	408.381787168345	321.034890177122	335.542753308968	413.897366523545
CG5366	849.853881999842	927.811497312923	647.334660536843	810.728161899095	839.237046838191	774.727433454474	1174.08367420309	1040.84367660502	839.174769973978	960.473237005323	978.23618080076	1202.48077011051
