gene	ATAC_P1_1	ATAC_P1_2	ATAC_P1_3	ATAC_P2_1	ATAC_P2_2	ATAC_P2_3	ATAC_P1_1.1	ATAC_P1_2.1	ATAC_P1_3.1	ATAC_P2_1.1	ATAC_P2_2.1	ATAC_P2_3.1
CG10346	111.300616605416	68.4480265578343	95.0329797590803	117.276504490015	133.550971954296	122.585167960834	81.0177235076447	136.980125744288	155.697264248392	192.042169811633	172.365960841737	193.478525443986
CG10347	186.561033548126	190.371073863977	224.322033617364	184.29164991288	161.879966005207	199.200897936355	223.679367075454	260.088846349913	209.270516462893	124.165195998901	183.857024897853	198.15945751118
CG10353	273.481515087594	252.402097932014	250.842865178038	279.229772595273	182.114961755858	325.616852395965	227.201876793178	239.28173864192	242.753799096956	173.831274398461	178.932283159517	220.003807158081
CG10354	243.801350659483	239.56809295242	283.99390462888	385.337086181477	376.370920962107	310.293706400861	253.620699676105	343.317277181885	298.00121544316	670.492058394064	431.735692394065	555.470605306929
CG10363	344.501908540573	314.433122000051	328.195290563336	508.198186123397	550.391884417704	517.156177334769	449.11998900977	582.599015823805	426.911853584302	908.889234711953	751.843905385862	867.53274311981
CG10366	40.2802231524363	42.7800165986464	60.776905659877	178.707054460975	152.436967988237	206.862470933907	58.1214103424408	69.3570256933102	85.3823707168603	223.497352798021	241.312345178432	235.606914048725
CG10367	196.101086400019	213.900082993232	182.330716979631	189.876245364786	141.644970254556	141.739100454714	128.571604696914	168.190787306277	195.877203409268	192.042169811633	155.950155047286	176.315107864278
CG10371	322.24178521949	303.73811785039	247.527761232953	251.306795335746	203.698957223219	195.370111437579	234.246896228625	247.951366853584	316.417020891894	180.453418185069	183.857024897853	187.237282687729
CG10379	434.602407697339	485.553188394637	463.009517663426	335.075727114328	362.880923795006	524.817750332321	394.521088385053	404.004674663532	458.720972086661	347.662548796922	343.090341104029	385.396740198908
CG10385	189.741051165423	128.340049795939	221.00692967228	245.72219988384	389.860918129207	375.417076880054	123.287840120329	213.272854006929	214.293008858002	521.493823195383	464.567303982967	455.610721206807
