gene	ATAC_P1_1	ATAC_P1_2	ATAC_P1_3	ATAC_P2_1	ATAC_P2_2	ATAC_P2_3	ATAC_P1_1.1	ATAC_P1_2.1	ATAC_P1_3.1	ATAC_P2_1.1	ATAC_P2_2.1	ATAC_P2_3.1
CG15101	375.242078841117	449.190174285788	356.926191420732	251.306795335746	345.343927477775	260.493481916772	283.562032276756	360.656533605213	371.664437238098	228.463960637977	275.785537346779	312.062137812881
CG15104	1454.32805697744	1428.85255439479	1385.71344904519	1608.36349014877	1405.65770481188	1367.59078006305	1268.10349838053	1314.31563688823	1479.96109242558	1157.21962670975	1278.79127138774	1168.67270610924
CG15107	566.043135878973	453.468175945652	573.512982499566	463.521422508154	558.485882717965	287.308987408205	526.615202799691	606.873974816464	507.271731906053	498.316319942255	454.717820506296	575.754644264766
CG15110	542.723006685457	564.696219102133	443.118893992921	619.890095161506	539.599886684024	501.833031339664	480.822576469283	488.967031137837	513.968388432865	480.105424529083	456.359401085741	527.385012903769
CG15111	363.582014244359	389.298151047683	465.219586960149	245.72219988384	299.477937109633	371.586290381278	389.237323808467	402.270749021199	421.889361189192	387.39541151657	329.957696468468	361.992079862942
CG15119	431.422390080041	419.244162666735	387.867161574851	452.352231604343	437.075908214059	386.909436376382	380.431049514158	367.592236174544	405.147719872161	364.217908263442	362.78930805737	488.377245677159
CG15134	231.081280190292	119.78404647621	146.969608232066	201.045436268597	164.577965438627	153.231459951043	170.841721309599	247.951366853584	189.180546882455	183.764490078373	272.502376187889	259.011574384691
CG15141	151.580839757852	188.232073034044	166.860231902571	122.86109994192	110.617976770225	88.1080894718495	172.602976168461	230.612110430256	220.989665384815	120.854124105597	157.591735626731	79.5758451422847
CG15154	1051.52582545307	943.299366000154	777.944392446425	1435.2410311397	1497.38968554817	1597.43796998962	524.853947940829	877.366375020374	835.407901719869	2198.55173715387	1651.43006292178	1644.56746627388
CG15160	173.840963078935	151.869058925195	152.494781473873	385.337086181477	261.705945041752	195.370111437579	140.900388708947	195.933597583601	200.899695804377	423.817202342914	412.036725440723	402.560157778617
CG15162	462.162560380585	470.580182585111	392.287300168297	675.736049680561	558.485882717965	735.511007765004	521.331438223105	573.929387612142	430.260181847708	1193.6414175361	902.869318694812	908.100821035485
CG15191	89.0404932843328	111.228043156481	101.663187649249	145.199481749542	98.4769793198343	118.754381462058	116.242820684882	83.2284308319722	125.562309877736	71.1880457060364	116.552221140603	134.186719259539
CG15220	151.580839757852	126.201048966007	131.499123155007	111.691909038109	90.382981019574	99.6004489681777	176.125485886184	105.769464182298	120.539817482626	97.6766208524686	124.760124037829	117.02330167983
CG15282	94.3405226464955	66.309025727902	78.4574600336594	251.306795335746	178.067962605728	130.246740958386	77.495213789921	197.667523225934	189.180546882455	355.940228530182	308.617148935681	294.898720233173
CG15288	393.26217867247	346.518134449036	324.880186618251	469.106017960059	613.794871103077	651.233704791931	329.354658607164	523.645543984492	411.844376398973	903.922626871997	868.396126526465	798.879072800976
CG1529	1009.12559055577	812.820315374282	844.246471348109	893.535272304874	901.13181076232	850.434602728286	894.717468301816	827.082531392724	723.238904895758	768.168679246532	779.750775236429	853.48994691823
CG1530	471.702613232477	359.35213942863	359.136260717455	228.968413528124	434.377908780639	367.755503882502	325.832148889441	299.969136123566	339.855318735738	188.731097918329	247.878667496212	305.820895056624
CG15304	983.685449617391	915.492355211034	803.360189358737	787.42795871867	859.312819544308	804.465164742973	806.654725358724	775.064762122741	739.98054621279	751.613319780012	786.317097554209	663.132042852373
CG15309	718.683981509258	549.723213292607	639.81506140125	480.27520886387	478.894899432071	555.464042322529	582.97535828327	624.213231239792	662.968996154445	365.873444210094	380.846694431266	482.136002920902
CG1531	151.580839757852	198.927077183706	158.01995471568	117.276504490015	145.691969404686	134.077527457162	147.945408144395	178.594341160274	187.506382750752	110.920908425685	170.724380262292	140.427962015797
CG15313	174.900968951368	132.618051455804	104.978291594333	245.72219988384	264.403944475172	218.354830430236	121.526585261467	97.0998359706342	143.97811532647	144.031627358725	165.799638523956	185.676971998664
CG15317	326.48180870922	359.35213942863	328.195290563336	295.98355895099	365.578923228426	314.124492899637	331.115913466026	291.299507911903	356.59696005277	248.330391997801	267.577634449553	287.097166787851
CG15319	774.864292748182	746.51128964638	582.353259686457	675.736049680561	658.311861754509	681.879996782139	709.785708121322	565.259759400478	736.632217949383	407.261842876394	561.420558170229	589.797440466346
CG1532	1274.12705866391	1212.81347057163	1189.01728163687	1005.22718134298	1092.68977053515	988.342916684225	1246.96844007418	1187.73906499794	1098.25167039726	855.912084419089	1178.65485604159	992.357598244963
CG15356	232.141286062725	237.429092122488	155.809885418957	290.398963499084	343.994927761065	429.048087862919	89.8239978019539	199.401448868267	184.158054487346	427.128274236218	334.882438206803	438.447303627098
CG15367	183.381015930828	190.371073863977	214.376721782112	206.630031720502	190.208960056118	160.893032948595	221.918112216592	190.731820656603	185.832218619049	172.175738451809	154.308574467841	188.797593376793
CG1542	776.984304493047	720.843279687193	720.482590731632	815.350935978198	775.674837108284	724.018648268676	790.803431628967	840.953936531386	816.992096271134	847.634404685829	843.772417834788	883.135850010454
CG15427	82.6804580497376	83.4210323673606	77.3524253852979	139.614886297637	107.919977336805	103.431235466954	63.4051749190263	109.237315466964	90.4048631119698	203.630921438197	190.423347215633	184.1166613096
CG15435	207.761150996777	254.541098761946	213.27168713375	379.752490729572	303.524936259763	337.109211892294	191.976779615941	216.740705291594	244.427963228659	630.759195674416	499.040496151314	491.497867055288
CG15437	115.540640095146	136.896053115669	75.1423560885752	262.475986239557	206.396956656639	195.370111437579	49.3151360481316	102.301612897633	112.168996824111	215.219673064761	249.520248075657	273.054370586271
CG15439	580.883218093028	543.30621080281	495.055522465907	474.690613411964	424.934910763669	363.924717383726	570.646574271237	676.231000509774	719.890576632352	538.049182661903	503.96523788965	402.560157778617
CG15440	75.2604169427099	94.1160365170222	110.50346483614	139.614886297637	163.228965721917	114.923594963282	75.7339589310592	97.0998359706342	90.4048631119698	302.963078237318	219.971797645645	204.400700267437
CG15443	186.561033548126	207.483080503435	158.01995471568	312.737345306706	411.444913596568	294.970560405757	207.828073345697	336.381574612554	249.450455623768	552.949006181771	512.173140786875	469.653517408386
CG15445	613.743400138437	466.302180925246	443.118893992921	446.767636152437	445.16990651432	536.310109828649	570.646574271237	421.343931086859	478.810941667099	412.22845071635	464.567303982967	472.774138786515
CG15514	707.0239169125	808.542313714418	679.596308742261	335.075727114328	237.42395014097	268.155054914324	1262.81973380394	1128.78559315862	1098.25167039726	258.263607677713	183.857024897853	163.832622351763
CG15523	337.081867433546	314.433122000051	375.711780442876	212.214627172408	213.141955240189	275.816627911877	327.593403748303	482.031328568506	343.203646999144	210.253065224805	277.427117926224	210.641943023695
CG15529	323.301791091923	404.271156857209	311.619770837915	536.121163382925	327.806931160544	413.724941867815	343.444697478059	390.13326952487	430.260181847708	284.752182824146	311.900310094571	371.353943997329
CG15532	465.342577997882	470.580182585111	311.619770837915	189.876245364786	276.544941925562	363.924717383726	472.016302174974	615.543603028128	662.968996154445	317.862901757186	308.617148935681	268.373438519078
CG15535	255.461415256241	203.205078843571	310.514736189553	195.460840816691	244.168948724521	241.339549422892	331.115913466026	287.831656627237	262.843768677394	253.296999837757	257.728150972883	333.906487459783
CG15536	182.321010058396	139.035053945601	174.595474441101	134.030290845731	195.604958922959	126.41595445961	172.602976168461	221.942482218593	239.40547083355	173.831274398461	279.068698505669	221.564117847146
CG15544	2006.59111651479	1422.43555190499	1532.68305727726	1122.503685833	1049.52177960043	1122.42044414139	2154.01469238803	2028.69300152932	2084.33434397041	1137.35319534993	1221.33595110716	1193.63767713427
CG15561	466.402583870315	462.024179265382	361.346330014178	362.998704373855	373.672921528687	333.278425393518	396.282343243914	410.940377232863	453.698479691552	327.796117437098	387.413016749047	344.828662283234
CG1559	604.203347286544	581.808225741592	656.390581126671	580.797926998168	553.089883851124	605.264266806618	693.934414391566	568.727610685143	639.530698310601	493.349712102299	525.305785422436	652.209868028922
CG15601	503.502789405453	429.939166816397	415.493027783886	396.506277085288	544.995885550864	574.61797481641	348.728462054645	332.913723327889	303.023707838269	355.940228530182	412.036725440723	433.766371559905
CG15602	182.321010058396	201.066078013638	239.792518694424	234.553008980029	165.926965155337	164.723819447371	354.01222663123	169.92471294861	192.528875145862	119.198588158945	172.365960841737	112.342369612637
CG15626	91.1605050291979	100.533039006819	97.2430490558031	134.030290845731	140.295970537846	160.893032948595	93.3465075196776	107.503389824631	143.97811532647	163.898058718549	178.932283159517	166.953243729892
CG15628	583.003229837893	391.437151877615	516.051180784774	619.890095161506	586.814876768876	475.017525848232	364.579755784401	606.873974816464	473.78844927199	1145.63087508319	891.378254638696	1098.45872510134
CG15643	180.200998313531	218.178084653097	194.486098111606	240.137604431935	179.416962322438	210.693257432684	200.78305391025	199.401448868267	147.326443589877	105.954300585729	151.02541330895	120.143923057959
CG15653	336.021861561113	340.101131959239	350.295983530564	390.921681633382	360.182924361586	356.263144386174	309.980855159684	325.978020758558	274.562917599316	312.89629391723	302.050826617901	287.097166787851
CG15669	101.760563753523	171.120066394586	133.709192451729	195.460840816691	144.342969687976	137.908313955938	121.526585261467	93.6319846859687	110.494832692407	119.198588158945	132.968026935054	137.307340637668
CG15671	221.541227338399	280.209108721134	254.157969123122	212.214627172408	223.93395297387	222.185616929012	199.021799051388	260.088846349913	217.641337121409	246.674856051149	242.953925757877	263.692506451885
CG15674	170.660945461638	207.483080503435	141.444434990259	201.045436268597	196.953958639669	237.508762924116	100.391526955125	140.447977028953	154.023100116689	249.985927944453	228.179700542871	240.287846115919
CG15675	218.361209721102	201.066078013638	286.203973925602	234.553008980029	226.63195240729	237.508762924116	309.980855159684	260.088846349913	251.124619755472	284.752182824146	262.652892711218	243.408467494047
CG1569	167.48092784434	121.923047306142	128.184019209922	161.953268105258	116.013975637065	164.723819447371	110.959056108296	93.6319846859687	138.955622931361	74.4991175993404	119.835382299493	126.385165814217
CG15706	326.48180870922	337.962131129307	470.744760201956	474.690613411964	295.430937959503	340.93999839107	482.583831328145	443.884964437185	368.316108974692	463.550065062563	515.456301945765	374.474565375458
CG15717	1096.04607209524	1013.88639338792	835.406194161218	686.905240584372	840.426823510367	812.126737740526	838.357312818237	837.48608524672	858.846199563713	569.504365648291	630.366942506923	653.770178717986
CG1572	392.202172800037	393.576152707547	455.274275124897	329.491131662422	254.960946458201	367.755503882502	528.376457658553	391.867195167202	354.922795921066	190.386633864981	306.975568356236	265.252817140949
CG15735	1041.98577260118	1090.89042326548	963.59021337114	804.181745074387	1034.68278271662	1007.4968491781	887.672448866368	823.614680108058	991.105165968261	695.325097593844	906.152479853702	1043.84785098409
CG15738	306.341697133002	310.155120340187	243.107622639508	279.229772595273	249.564947591361	283.478200909429	306.45834544196	329.445872043223	308.046200233378	185.420026025025	306.975568356236	305.820895056624
CG15745	305.28169126057	408.549158517074	281.783835332157	284.814368047179	290.034939092663	287.308987408205	218.395602498868	228.878184787924	294.652887179753	165.553594665201	187.140186056743	207.521321645566
CG15747	298.921656025974	271.653105401405	374.606745794514	301.568154402895	272.497942775432	268.155054914324	396.282343243914	345.051202824218	341.529482867441	301.307542290666	300.409246038456	313.622448501946
CG1575	445.202466421664	466.302180925246	372.396676497792	256.891390787651	420.887911613539	413.724941867815	366.341010643263	312.106615619896	338.181154604035	284.752182824146	361.147727477925	418.163264669261
CG15757	251.22139176651	282.348109551066	183.435751627992	212.214627172408	252.262947024781	245.170335921668	200.78305391025	202.869300152932	226.012157779924	124.165195998901	187.140186056743	188.797593376793
CG15765	257.581427001106	348.657135278968	245.317691936231	374.167895277666	261.705945041752	383.078649877606	246.575680240658	251.419218138249	224.337993648221	264.885751464322	282.351859664559	276.1749919644
CG15770	127.200704691904	194.649075523841	211.061617837027	223.383818076219	195.604958922959	149.400673452266	223.679367075454	204.603225795265	125.562309877736	155.620378985289	252.803409234547	184.1166613096
CG15771	185.501027675693	139.035053945601	150.28471217715	117.276504490015	190.208960056118	214.52404393146	228.963131652039	143.915828313619	149.00060772158	124.165195998901	139.534349252835	127.945476503281
CG15786	416.582307865986	404.271156857209	400.022542706827	452.352231604343	433.028909063929	409.894155369039	394.521088385053	351.986905393549	358.271124184473	329.45165338375	362.78930805737	421.28388604739
CG15793	74.2004110702773	81.2820315374282	102.76822229761	134.030290845731	101.174978753254	137.908313955938	84.5402332253684	105.769464182298	98.7756837704855	268.196823357626	251.161828655102	165.392933040827
CG15816	775.924298620614	823.515319523944	777.944392446425	619.890095161506	685.29185608871	881.080894718495	831.312293382789	787.20224161907	816.992096271134	508.249535622167	666.481715254716	691.217635255532
CG15817	358.281984882196	406.410157687141	275.153627441988	295.98355895099	352.088926061326	302.632133403309	302.935835724237	324.244095116225	333.158662208926	208.597529278153	239.670764598986	254.330642317498
CG1582	214.121186231372	226.734087972826	151.389746825512	195.460840816691	164.577965438627	214.52404393146	169.080466450737	166.456861663944	200.899695804377	105.954300585729	183.857024897853	196.599146822115
CG1583	744.124122447638	729.399283006922	901.708273062902	653.397667872939	794.560833142225	616.756626302946	907.046252313849	728.248769779757	728.261397290868	584.404189168159	659.915392936935	674.054217675824
CG15860	314.821744112462	256.680099591879	225.427068265725	368.583299825761	283.289940509112	344.770784889846	272.994503123585	301.703061765899	311.394528496785	273.163431197582	352.939824580699	346.388972972298
CG15871	810.904492410888	665.229258108952	649.760373236503	737.166599651521	682.59385665529	674.218423784587	607.632926307335	596.470420962467	674.688145076367	508.249535622167	525.305785422436	577.31495495383
CG15891	276.661532704891	335.823130299375	367.976537904346	323.906536210517	342.645928044355	321.786065897189	327.593403748303	379.729715670873	356.59696005277	273.163431197582	341.448760524583	315.18275919101
CG15896	455.802525145989	464.163180095314	594.508640818433	452.352231604343	407.397914446438	375.417076880054	683.366885238395	523.645543984492	495.552582984131	446.994705596043	497.398915571869	438.447303627098
CG15916	191.861062910289	196.788076353774	267.418384903459	150.784077201448	171.322964022178	76.6157299755213	250.098189958382	258.35492070758	231.034650175034	147.342699252029	178.932283159517	138.867651326732
CG15922	393.26217867247	352.935136938833	423.228270322416	268.060581691462	323.759932010414	256.662695417996	399.804852961638	374.527938743875	433.608510111114	279.78557498419	259.369731552328	321.424001947268
CG15929	358.281984882196	329.406127809578	476.269933443763	368.583299825761	242.819949007811	268.155054914324	350.489716913507	353.720831035882	363.293616579582	273.163431197582	298.767665459011	293.338409544108
CG1597	407.042255014093	447.051173455855	385.657092278128	407.675467989099	385.813918979077	375.417076880054	369.863520360987	325.978020758558	438.631002506224	238.397176317889	344.731921683474	322.984312636332
CG1609	603.143341414111	611.754237360644	681.806378038983	396.506277085288	431.679909347219	467.35595285068	803.132215641	719.579141568093	679.710637471477	519.838287248731	476.058368039083	413.482332602068
CG1618	172.780957206503	164.703063904789	179.015613034547	117.276504490015	147.040969121397	203.031684435131	153.22917272098	180.328266802606	174.113069697127	52.9771502928643	160.874896785621	151.350136839247
CG1619	306.341697133002	314.433122000051	249.737830529676	307.152749854801	261.705945041752	218.354830430236	278.278267700171	322.510169473892	361.619452447879	243.363784157845	351.298244001254	305.820895056624
CG1622	737.764087213043	665.229258108952	639.81506140125	569.628736094357	713.620850139621	681.879996782139	676.321865802947	606.873974816464	654.598175495929	624.137051887808	682.897521049167	602.279925978861
CG1632	415.522301993553	344.379133619104	366.871503255985	413.260063441004	295.430937959503	340.93999839107	405.088617538224	343.317277181885	331.484498077222	271.50789525093	298.767665459011	316.743069880075
CG1636	550.143047792485	601.059233210982	598.928779411878	251.306795335746	589.512876202296	620.587412801722	475.538811892697	518.443767057494	577.586625437585	359.251300423486	520.381043684101	452.490099828678
CG1637	489.72271306383	524.055203333419	520.471319378219	631.059286065317	472.149900848521	566.956401818857	512.525163928796	514.975915772828	503.923403642646	369.184516103398	430.09411181462	502.420041878739
CG1643	420.822331355716	340.101131959239	386.76212692649	418.84465889291	446.51890623103	356.263144386174	399.804852961638	358.92260796288	313.068692628488	319.518437703838	412.036725440723	341.708040905105
CG1646	167.48092784434	162.564063074856	146.969608232066	117.276504490015	86.3359818694438	80.4465164742973	121.526585261467	162.989010379279	187.506382750752	71.1880457060364	93.5700930283714	160.712000973634
CG1647	225.78125082813	198.927077183706	183.435751627992	156.368672653353	160.530966288497	210.693257432684	160.274192156428	202.869300152932	189.180546882455	165.553594665201	241.312345178432	184.1166613096
CG1655	235.321303680022	181.815070544247	202.221340650136	212.214627172408	207.745956373349	256.662695417996	200.78305391025	267.024548919244	219.315501253112	148.998235198681	134.609607514499	215.322875090888
CG1657	431.422390080041	397.854154367412	388.972196223213	430.013849796721	385.813918979077	501.833031339664	419.178656409118	279.162028415573	338.181154604035	256.608071731062	344.731921683474	347.949283661363
CG1660	472.76261910491	406.410157687141	446.433997938005	491.444399767681	383.115919545657	386.909436376382	468.49379245725	419.610005444527	388.406078555129	322.829509597142	408.753564281833	385.396740198908
CG1662	125.080692947039	168.981065564653	187.855890221438	134.030290845731	151.087968271527	164.723819447371	177.886740745046	213.272854006929	177.461397960533	157.275914931941	111.627479402268	143.548583393925
CG1664	555.443077154647	479.13618590484	644.235199994696	586.382522450074	557.136883001255	520.986963833545	730.920766427664	757.725505699414	549.125835198631	609.23722836794	632.008523086368	521.143770147512
CG1666	109.180604860551	139.035053945601	104.978291594333	117.276504490015	141.644970254556	84.2773029730734	96.8690172374013	117.906943678627	92.0790272436729	79.4657254392965	111.627479402268	109.221748234508
CG16721	403.862237396795	417.105161836803	437.593720751114	524.951972479114	423.585911046959	471.186739349456	447.358734150908	310.372689977563	423.563525320895	278.130039037538	328.316115889023	363.552390552007
CG16725	119.780663584876	130.479050625872	114.923603429586	206.630031720502	194.255959206249	160.893032948595	98.6302720962631	116.173018036295	159.045592511799	109.265372479033	137.892768673389	102.980505478251
CG1673	341.321890923276	327.267126979645	464.114552311788	457.936827056248	368.276922661846	371.586290381278	656.948062355467	553.122279904149	520.665044959678	299.652006344014	379.205113851821	346.388972972298
CG16742	122.960681202174	126.201048966007	144.759538935343	122.86109994192	56.6579881018225	137.908313955938	130.332859555776	130.044423174957	145.652279458174	72.8435816526884	93.5700930283714	49.929942050061
CG16757	460.042548635719	631.005244830035	480.690072037209	580.797926998168	503.176894332852	593.77190731029	412.133636973671	469.893849072176	440.305166637927	670.492058394064	714.087552058624	599.159304600732
CG1676	462.162560380585	344.379133619104	632.07981886272	457.936827056248	391.209917845917	463.525166351904	655.186807496605	594.736495320135	436.956838374521	528.115966981991	604.101653235801	480.575692231837
CG16786	246.98136827678	275.93110706127	216.586791078834	184.29164991288	178.067962605728	237.508762924116	221.918112216592	235.813887357255	209.270516462893	230.119496584629	264.294473290663	205.961010956502
CG16787	337.081867433546	213.900082993232	311.619770837915	351.829513470044	341.296928327645	245.170335921668	311.742110018546	332.913723327889	301.349543706566	322.829509597142	331.599277047913	269.933749208142
CG16791	2262.05253177103	2168.94684155137	2151.50246035964	1541.34834472591	1888.59960339408	2080.1170688354	2217.41986730706	2377.21205563821	2467.71793013043	1829.36722105047	1815.58812086629	1914.50121548203
CG16807	131.440728181634	149.730058095263	135.919261748452	156.368672653353	129.503972804166	164.723819447371	146.184153285533	90.1641334013032	120.539817482626	115.887516265641	67.3048037572496	93.6186413438644
CG1681	469.582601487612	421.383163496667	430.963512860946	653.397667872939	557.136883001255	578.448761315186	493.151360481316	518.443767057494	477.136777535396	539.704718608555	577.83636396468	502.420041878739
CG16838	395.382190417335	395.71515353748	437.593720751114	295.98355895099	397.954916429468	406.063368870263	339.922187760335	325.978020758558	375.012765501504	306.274150130622	362.78930805737	407.24108984581
CG16858	147.340816268122	160.425062244924	116.028638077947	340.660322566233	196.953958639669	168.554605946147	81.0177235076447	138.71405138662	145.652279458174	317.862901757186	242.953925757877	354.19052641762
CG16865	254.401409383808	295.18211453066	259.683142364929	385.337086181477	368.276922661846	294.970560405757	234.246896228625	279.162028415573	256.147112150581	657.247770820848	594.252169759131	393.19829364423
CG16889	199.281104017316	166.842064734721	195.591132759968	346.244918018139	234.72595070755	271.985841413101	179.647995603908	235.813887357255	219.315501253112	460.238993169259	393.979339066827	351.069905039491
CG16892	535.302965578429	577.530224081727	524.891457971665	396.506277085288	473.498900565231	632.079772298051	537.182731952862	430.013559298523	547.451671066928	311.240757970578	464.567303982967	477.455070853708
CG16896	364.642020116791	374.325145238156	422.123235674055	329.491131662422	357.484924928166	321.786065897189	426.223675844566	357.188682320547	403.473555740458	405.606306929742	334.882438206803	397.879225711424
CG1692	1219.00675329741	1137.948441524	1639.87141816832	1653.04025376402	1156.09275722052	1352.26763406795	1740.1198005555	1732.19171669042	1491.6802413475	1572.75914931941	1805.73863738962	1504.13950425809
CG16928	161.120892609745	100.533039006819	109.398430187779	178.707054460975	202.349957506509	187.708538440027	170.841721309599	169.92471294861	209.270516462893	283.096646877494	270.860795608444	299.579652300366
CG16932	594.663294434651	637.422247319832	545.887116290531	452.352231604343	534.203887817183	471.186739349456	588.259122859855	480.297402926173	572.564133042475	478.449888582431	485.907851515753	503.980352567803
CG16947	280.901556194621	280.209108721134	278.468731387073	547.290354286735	640.774865437278	762.326513256437	290.607051712204	364.124384889878	400.125227477051	908.889234711953	692.747004525838	700.579499389919
CG16953	433.542401824906	352.935136938833	460.799448366704	402.090872537193	345.343927477775	291.139773906981	336.399678042612	381.463641313206	425.237689452599	422.161666396262	369.35563037515	410.361711223939
CG16993	719.74398738169	879.129341102184	585.668363631542	1072.24232676585	1044.12578073359	1011.32763567688	991.586485539217	636.350710736121	1001.15015075848	761.546535459924	1039.12050678876	937.746724127708
CG17019	604.203347286544	611.754237360644	677.386239445538	664.56685877675	638.076866003858	701.03392927602	614.677945742783	511.508064488162	524.013373223084	557.915614021727	584.40268628246	610.081479424183
CG1702	911.605050291979	814.959316204215	798.940050765292	759.504981459143	697.432853539101	892.573254214823	737.965785863112	823.614680108058	897.351974592885	486.727568315691	643.499587142484	564.832469441315
CG17034	193.981074655154	194.649075523841	229.847206859171	251.306795335746	267.101943908592	226.016403427788	156.751682438704	206.337151437598	175.78723382883	221.841816851369	277.427117926224	165.392933040827
CG17044	281.961562067054	211.7610821633	188.960924869799	240.137604431935	279.242941358982	187.708538440027	281.800777417895	319.042318189227	301.349543706566	269.852359304278	408.753564281833	302.700273678495
CG17045	305.28169126057	267.37510374154	299.464389705939	156.368672653353	198.302958356379	141.739100454714	373.38603007871	395.335046451868	359.945288316176	145.687163305377	155.950155047286	126.385165814217
CG1705	231.081280190292	194.649075523841	158.01995471568	251.306795335746	213.141955240189	245.170335921668	169.080466450737	164.722936021612	149.00060772158	124.165195998901	154.308574467841	215.322875090888
CG17051	644.48357043898	631.005244830035	646.445269291419	457.936827056248	603.002873369397	559.294828821305	644.619278343434	617.27752867046	656.272339627632	586.059725114811	623.800620189143	572.634022886637
CG17060	862.844780160082	930.46536102056	987.900975635091	954.965822275834	833.681824926817	873.419321720942	1007.43777926897	1031.68575718799	987.756837704855	675.45866623402	1004.64731462041	928.384859993322
CG17064	1089.68603686064	1016.02539421785	1029.89229227282	1128.0882812849	1230.28774163957	1179.88224162303	1128.96436453044	981.401913560339	1126.71246063622	1006.56585556442	1083.44318243377	1068.81282200912
CG17065	881.924885863868	851.322330313064	858.611921776807	971.719608631551	782.419835691835	1099.43572514873	803.132215641	794.137944188401	783.508813637071	637.381339461024	750.202324806417	862.851811052617
CG17068	740.944104830341	750.789291306245	906.128411656347	865.612295045347	729.808846740142	720.1878617699	1035.61785701076	950.191251998349	838.756229983275	687.047417860584	1012.85521751763	950.229209640224
CG1708	175.960974823801	248.124096272149	363.5563993109	424.429254344815	335.900929460805	390.740222875158	324.070894030579	277.428102773241	249.450455623768	561.226685915031	518.739463104656	483.696313609966
CG17084	574.523182858433	571.11322159193	581.248225038096	564.044140642452	677.19785778845	501.833031339664	612.916690883921	747.321951845417	711.519755973836	632.414731621068	597.535330918021	561.711848063186
CG1709	172.780957206503	260.958101251743	180.120647682908	195.460840816691	148.389968838107	187.708538440027	158.512937297566	156.053307809948	202.57385993608	145.687163305377	160.874896785621	120.143923057959
CG17104	361.462002499494	297.321115360593	267.418384903459	312.737345306706	292.732938526083	275.816627911877	472.016302174974	549.654428619483	555.822491725444	428.783810182871	400.545661384608	393.19829364423
CG17121	690.063822953579	611.754237360644	598.928779411878	547.290354286735	588.163876485586	612.92583980417	669.2768463675	755.991580057081	760.070515793227	564.537757808335	615.592717291917	703.700120768047
CG17141	323.301791091923	216.039083823165	239.792518694424	251.306795335746	319.712932860284	317.955279398413	174.364231027322	282.629879700239	267.866261072503	190.386633864981	208.480733589529	191.918214754922
CG17144	111.300616605416	130.479050625872	139.234365693536	178.707054460975	120.060974787195	141.739100454714	162.035447015289	143.915828313619	122.21398161433	132.442875732161	114.910640561158	102.980505478251
CG17153	294.681632536244	252.402097932014	295.044251112494	223.383818076219	267.101943908592	363.924717383726	236.008151087487	247.951366853584	259.495440413987	259.919143624366	238.029184019541	229.365671292468
CG17166	541.663000813024	556.140215782404	583.458294334819	960.55041772774	679.89585722187	678.049210283363	618.200455460507	577.397238896807	545.777506935225	841.012260899221	796.16658103088	611.641790113247
CG17180	277.721538577324	231.012089632691	334.825498453504	273.645177143368	223.93395297387	183.877751941251	218.395602498868	260.088846349913	299.675379574863	190.386633864981	208.480733589529	212.202253712759
CG17183	372.062061223819	367.908142748359	583.458294334819	402.090872537193	423.585911046959	363.924717383726	554.79528054148	469.893849072176	443.653494901333	546.326862395163	531.872107740217	419.723575358325
CG17186	155.820863247582	147.59105726533	128.184019209922	195.460840816691	145.691969404686	134.077527457162	130.332859555776	138.71405138662	177.461397960533	129.131803838857	121.476962878938	151.350136839247
CG17209	355.101967264899	408.549158517074	303.884528299385	441.183040700532	326.457931443834	356.263144386174	318.787129453993	329.445872043223	274.562917599316	289.718790664102	326.674535309577	319.863691258203
CG1721	666.743693760063	660.951256449087	565.777739961037	435.598445248626	634.029866853728	317.955279398413	847.163587112546	806.275423684731	708.17142771043	442.028097756087	497.398915571869	444.688546383356
CG17218	369.942049478954	288.765112040863	404.442681300272	295.98355895099	454.61290453129	394.571009373935	417.417401550257	556.590131188814	393.428570950239	834.390117112613	645.141167721929	748.949130750915
CG17223	257.581427001106	213.900082993232	233.162310804255	150.784077201448	75.5439841357633	103.431235466954	352.250971772368	289.56558226957	351.57446765766	81.1212613859485	77.1542872339203	43.6886992938034
CG17249	263.941462235701	295.18211453066	408.862819893718	217.799222624313	144.342969687976	130.246740958386	466.732537598388	476.829551641507	452.024315559849	153.964843038637	159.233316206176	146.669204772054
CG17252	414.462296121121	340.101131959239	403.337646651911	424.429254344815	380.417920112237	409.894155369039	509.002654211072	416.142154159861	403.473555740458	322.829509597142	338.165599365693	404.120468467681
CG17256	550.143047792485	498.387193374231	456.379309773258	541.70575883483	536.901887250604	471.186739349456	600.587906871888	499.370584991833	580.934953700991	451.961313435999	502.323657310205	555.470605306929
CG17257	125.080692947039	124.062048136075	116.028638077947	167.537863557164	192.906959489539	191.539324938803	95.1077623785395	211.538928364596	143.97811532647	279.78557498419	236.387603440096	291.778098855044
CG17265	102.820569625956	119.78404647621	78.4574600336594	117.276504490015	151.087968271527	168.554605946147	56.3601554835789	98.833761612967	120.539817482626	245.019320104497	233.104442281206	205.961010956502
CG17269	567.103141751405	423.5221643266	627.659680269275	452.352231604343	402.001915579598	517.156177334769	512.525163928796	423.077856729192	497.226747115834	455.272385329303	536.796849478552	468.093206719322
CG17271	979.445426127661	1035.27640168724	772.419219204618	988.473394987267	1063.01177676753	980.681343686672	896.478723160678	827.082531392724	867.217020222228	796.312790339617	830.639773199227	844.128082783844
