gene	RNA_P1_1	RNA_P1_3	RNA_P1_5	RNA_P2_1	RNA_P2_3	RNA_P2_5	RNA_HYB_P1_1	RNA_HYB_P1_3	RNA_HYB_P1_5	RNA_HYB_P2_1	RNA_HYB_P2_3	RNA_HYB_P2_5	ATAC_P1_1	ATAC_P1_2	ATAC_P1_3	ATAC_P2_1	ATAC_P2_2	ATAC_P2_3	ATAC_P1_1	ATAC_P1_2	ATAC_P1_3	ATAC_P2_1	ATAC_P2_2	ATAC_P2_3
CG3309	145.328173130085	204.635083989788	160.757166253052	231.128642646672	179.088041777049	187.849916511148	145.817672599099	186.057548408669	156.878369461011	176.306046244813	160.028082347354	154.666910648272	197.161092272451	235.290091292555	163.545127957487	335.075727114328	237.42395014097	252.83190891922	220.15685735773	162.989010379279	195.877203409268	144.031627358725	233.104442281206	198.15945751118
CG33094	248.005686754601	381.455690544071	338.738314604645	310.542073709887	277.205426367666	337.638738827227	306.719932018795	258.862676046843	283.875144738972	276.300520234408	263.272006442421	213.48390483846	390.082161055172	363.630141088495	342.560740992034	217.799222624313	179.416962322438	390.740222875158	560.079045118066	431.747484940856	460.395136218365	148.998235198681	123.118543458383	132.626408570475
CG33096	500.750335676487	596.024516475111	562.650081885682	544.041266537551	600.135459146493	631.07749729889	475.16448484879	577.048048687755	555.299625235006	492.078069369851	415.556794482645	538.066576480609	611.623388393572	609.615236530712	675.176170148815	335.075727114328	613.794871103077	609.095053305394	641.09676862571	509.77413884583	587.631610227804	443.683633702739	487.549432095199	472.774138786515
CG33101	843.535265776795	955.625974748428	920.047710430413	634.122173415228	568.69979223882	554.955308908752	809.539492705345	938.377200669807	891.467559794315	589.441109833404	549.773895806232	533.709762096151	284.081573811919	233.151090462623	286.203973925602	189.876245364786	254.960946458201	260.493481916772	225.440621934316	239.28173864192	247.776291492065	198.664313598241	215.04705590731	204.400700267437
CG33122	274.859805702551	198.674838825037	124.873870214424	297.504047714434	269.584658632472	246.783223651901	344.431399070287	248.076731211558	244.033019161572	178.937479770855	268.434202647174	318.047450065461	149.460828012987	130.479050625872	132.604157803368	234.553008980029	210.443955806769	321.786065897189	114.48156582602	176.860415517941	217.641337121409	475.138816689127	423.527789496839	383.836429509844
CG3313	227.470184029697	178.807354942533	249.747740428848	298.68932280493	309.593689242238	338.866516059326	256.43797595014	280.434565717414	383.480458682471	336.823491333374	216.812240599641	243.981605529669	365.702025989224	395.71515353748	251.947899826399	485.859804315775	485.639898015621	452.032806855576	327.593403748303	319.042318189227	306.372036101675	521.493823195383	480.983109777418	452.490099828678
CG33130	546.560303293579	431.12440025033	535.378776896325	578.414244161928	610.614014782384	430.949808466752	422.368430976702	372.115096817337	470.635108383032	557.8639075209	343.286047616098	424.789402484691	124.020687074606	130.479050625872	145.864573583705	139.614886297637	149.738968554817	233.67797642534	88.0627429430921	135.246200101955	154.023100116689	158.931450878593	146.100671570615	138.867651326732
CG33133	287.497038148645	353.641213108566	343.04431012928	373.361653506162	329.598204547122	348.688733916118	266.494367163871	326.274831267376	263.954081950272	242.091884395862	320.056164694708	324.582671642149	199.281104017316	196.788076353774	239.792518694424	279.229772595273	226.63195240729	210.693257432684	200.78305391025	180.328266802606	301.349543706566	165.553594665201	167.441219103402	212.202253712759
CG33138	789.827027880894	687.414942334628	789.432512849808	866.436091152396	787.796864625634	875.405166486593	719.031971781766	690.300469458249	667.355603421443	815.744393073014	676.247702822689	623.024456977547	147.340816268122	160.425062244924	112.713534132863	173.122459009069	117.362975353775	149.400673452266	123.287840120329	126.576571890291	123.888145746033	105.954300585729	116.552221140603	121.704233747024
CG33139	315.930811152358	381.455690544071	298.549023041382	308.171523528896	255.295719128984	240.644337491406	261.466171557006	372.115096817337	313.756738922021	321.034890177122	268.434202647174	191.699832916168	393.26217867247	423.5221643266	365.766468607623	435.598445248626	399.303916146178	344.770784889846	236.008151087487	260.088846349913	341.529482867441	379.11773178331	288.91818198234	304.260584367559
CG33144	333.307005765737	369.535200214569	452.129530086708	341.359226062777	333.408588414718	365.877615165504	367.058279301181	304.702941596805	415.852185714108	415.766497114633	369.097028639865	437.859845638066	290.441609046514	335.823130299375	334.825498453504	340.660322566233	327.806931160544	249.001122420444	237.769405946349	282.629879700239	241.079634965253	228.463960637977	272.502376187889	273.054370586271
CG33156	439.143827501777	472.846116403588	539.68477242096	655.457125044151	653.480833292848	558.638640605049	527.960538720877	420.65184857612	575.220688023706	626.281179197992	490.408639451568	481.42798948265	292.561620791379	308.016119510254	299.464389705939	430.013849796721	298.128937392923	356.263144386174	373.38603007871	343.317277181885	291.304558916347	349.318084743574	298.767665459011	285.536856098786
CG33158	840.375957665271	810.593342406151	740.631230237275	903.179618957764	912.586936289429	771.044101758177	638.580842071918	755.01613846996	781.901714456466	663.121248562579	598.814759751389	690.555079936652	365.702025989224	254.541098761946	319.355013376444	402.090872537193	480.243899148781	371.586290381278	427.984930703428	430.013559298523	423.563525320895	367.528980156746	425.169370076284	457.171031895871
CG33172	257.483611089171	276.158025966801	288.501700150566	253.648869366091	266.726870731775	230.822119634614	274.03666057417	167.18214494692	234.072487767222	192.094647401065	250.366515930537	257.052048683044	393.26217867247	355.074137768765	432.068547509307	273.645177143368	383.115919545657	406.063368870263	345.205952336921	426.545708013858	304.697871969972	268.196823357626	364.430888636815	313.622448501946
CG33174	172.182292078035	150.992877507028	170.804489143868	187.273464298329	210.523708684722	165.749926333366	115.648498957906	99.7699897263875	204.190893584173	136.834543354183	116.14941460695	172.094168186106	1037.74574911145	1003.19138923826	1172.44176191144	1172.76504490015	1049.52177960043	1176.05145512425	1290.99981154573	1172.13373421694	1128.38662476792	983.388352311294	1173.73011430326	1062.57157925286
CG33180	704.525708869758	619.865497134115	564.085413727227	688.644827578033	756.361197717961	612.660838817405	550.587418951772	488.064003796653	542.848960992069	489.446635843809	513.638522372958	518.460911750546	344.501908540573	374.325145238156	380.131919036321	307.152749854801	338.598928894225	310.293706400861	299.413326006513	293.033433554236	316.417020891894	294.685398504058	338.165599365693	340.147730216041
CG3319	792.986335992418	826.487329512154	976.025652250672	1012.22492728337	743.024854181372	811.560750417444	729.088362995497	728.051276381747	901.428091188665	852.584462437602	748.518449689236	727.588002204548	633.883511714655	528.333204993284	435.383651454391	457.936827056248	585.465877052166	639.741345295603	494.912615340178	485.499179853171	527.36170148649	286.407718770798	589.327428020796	432.206060870841
CG33193	410.710054498065	508.607587392095	462.176852977524	360.323627510709	333.408588414718	380.610941950692	517.904147507146	625.584800446538	587.671352266643	431.555098270885	423.300088789775	348.54515075667	372.062061223819	305.877118680322	301.674459002662	335.075727114328	210.443955806769	203.031684435131	320.548384312855	412.674302875196	368.316108974692	142.376091412073	157.591735626731	151.350136839247
CG33197	205.355027249032	218.542322707541	218.170439914856	241.796118461134	285.778790069759	136.28327276299	160.902259419696	151.003227693992	209.171159281348	142.097410406267	92.9195316855603	117.633988380376	463.222566253017	421.383163496667	650.865407884864	586.382522450074	446.51890623103	455.863593354352	826.028528806204	709.175587714097	505.597567774349	774.79082303314	659.915392936935	574.194333575702
CG33198	309.61219492931	313.906245343559	343.04431012928	257.204694637578	276.252830400767	271.338768293881	218.726508898649	258.862676046843	271.424480496035	215.777549135443	170.352474756861	228.732755184065	185.501027675693	233.151090462623	260.78817701329	212.214627172408	183.463961472568	264.324268415548	343.444697478059	289.56558226957	256.147112150581	346.00701285027	333.240857627358	165.392933040827
CG33204	129.531632572467	168.873613001281	119.132542848244	104.304207963626	135.268627299686	137.511049995089	163.416357223129	97.0735035175663	166.838900855361	142.097410406267	121.311610811704	104.563545227001	308.461708877867	286.626111210931	271.838523496904	234.553008980029	276.544941925562	379.24786337883	251.859444817243	301.703061765899	232.708814306737	195.353241704937	256.086570393438	290.21778816598
CG33206	278.019113814075	298.012258237556	241.135749379578	259.57524481857	261.963890897279	268.883213829683	251.409780343275	180.664575991026	201.700760735585	213.146115609401	296.826281773318	252.695234298586	246.98136827678	267.37510374154	193.381063463245	195.460840816691	223.93395297387	268.155054914324	221.918112216592	235.813887357255	204.248024067784	153.964843038637	167.441219103402	184.1166613096
CG33213	200.616065081747	150.992877507028	202.38178965786	160.012137216927	117.169303928601	149.788822316079	165.930455026561	194.147007035133	229.092222070047	123.677375723973	154.865886142601	100.206730842543	186.561033548126	164.703063904789	196.696167408329	145.199481749542	130.852972520876	164.723819447371	241.291915664072	249.685292495917	271.214589335909	172.175738451809	200.272830692304	138.867651326732
CG33214	135.850248795514	190.727845272036	157.886502569962	210.978966108244	209.571112717823	171.888812493861	216.212411095216	275.041593299771	174.309299401123	115.783075145847	170.352474756861	200.413461685085	152.640845630285	196.788076353774	145.864573583705	134.030290845731	234.72595070755	160.893032948595	130.332859555776	121.374794963293	190.854711014158	135.753947625465	174.007541421182	193.478525443986
CG3323	60.026854118948	43.7084645415081	45.9306189294434	28.4466021718981	30.4830709407743	31.9222080345742	50.281956068655	53.9297241764257	57.2730555175119	10.5257341041679	30.9731772285201	43.5681438445837	319.061767602193	314.433122000051	325.985221266613	251.306795335746	250.913947308071	352.432357887398	383.953559231882	372.794013101542	341.529482867441	192.042169811633	249.520248075657	273.054370586271
CG33230	413.869362609589	242.383303366545	401.89291563263	408.919906221035	454.388276210916	407.622041056871	281.578953984468	253.469703629201	328.697536013546	405.240763010465	387.164715356501	361.615593910045	482.302671956803	500.526194204163	467.429656256872	502.613590671492	481.592898865491	540.140896327425	501.957634775625	502.838436276499	512.294224301162	450.305777489347	502.323657310205	488.377245677159
CG33232	1157.88642287339	981.453703795683	1087.98153589119	733.685281016871	799.228016228425	879.08849818289	764.285732243556	1013.8788145168	1085.69792198414	834.164427755308	918.870924446096	960.677571773071	474.882630849775	511.221198353825	450.854136531451	424.429254344815	349.390926627905	283.478200909429	350.489716913507	508.040213203497	364.967780711285	374.151123943354	343.090341104029	354.19052641762
CG33248	88.4606271226601	125.165148459773	90.4259060173417	103.118932873131	90.4966168554236	83.4888517827326	93.0216187270117	113.252420770494	102.095446792086	99.9944739895953	85.1762373784303	135.06124591821	611.623388393572	564.696219102133	500.580695707714	390.921681633382	597.606874502556	467.35595285068	732.682021286526	596.470420962467	636.182370047195	432.094882076175	505.606818469095	503.980352567803
CG33249	314.351157096596	317.879742120059	311.467009615288	293.948222442947	248.62754736069	332.727629898831	331.860910053123	372.115096817337	378.500192985296	263.143352604198	247.785417828161	278.836120605336	387.962149310307	417.105161836803	332.615429156781	368.583299825761	330.504930593965	486.50988534456	382.19230437302	341.583351539553	334.832826340629	226.808424691325	308.617148935681	246.529088872176
CG33275	541.821341126293	609.931755192864	523.896122163964	695.756478121007	622.045166385175	524.260878106276	505.333658489983	396.383472696729	458.184444140095	476.289468213599	351.029341923228	472.714360713733	218.361209721102	256.680099591879	321.565082673167	223.383818076219	203.698957223219	237.508762924116	272.994503123585	325.978020758558	328.136169813816	177.142346291765	205.197572430639	199.719768200244
CG3337	153.226443408893	103.310916189019	195.205130450134	164.75323757891	142.889395034879	93.3110696395246	95.5357165304445	107.859448352851	109.565845337849	126.308809250015	108.40612029982	100.206730842543	373.122067096252	444.912172625923	397.812473410104	374.167895277666	431.679909347219	398.401795872711	361.057246066678	358.92260796288	401.799391608755	433.750418022827	389.054597328492	377.595186753586
CG3338	265.38188136798	230.462813037043	153.580507045326	315.28317407187	296.25734570565	324.133189274138	407.283844156105	269.648620882129	179.289565098298	315.772023125038	376.840322946995	503.212061404942	100.700557881091	139.035053945601	121.553811319754	156.368672653353	168.624964588757	160.893032948595	84.5402332253684	121.374794963293	118.865653350923	279.78557498419	169.082799682847	263.692506451885
CG3342	415.44901666535	572.183535816107	548.296763470231	451.589809478882	502.970670522775	464.099793733425	538.016929934608	498.849948631938	478.105506928795	463.132300583389	542.030601499102	453.108695983671	336.021861561113	380.742147727953	362.451364662539	217.799222624313	292.732938526083	287.308987408205	375.147284937572	306.904838692897	281.259574126128	241.708248211193	287.276601402895	249.649710250305
CG3346	985.704130795356	1041.05615544319	1076.49888115883	846.286414613968	906.871360488034	965.03290442982	779.370319064152	916.805310999237	976.132076646289	889.42453180219	898.222139627083	779.869774818049	566.043135878973	479.13618590484	523.786423323303	519.367377027208	472.149900848521	513.325390835992	514.286418787658	565.259759400478	542.429178671819	417.195058556306	599.176911497466	546.108741172542
CG33464	465.997946449728	500.660593839093	381.798269850998	367.435278053683	378.180598858981	531.627541498871	417.340235369836	426.044820993763	475.615374080207	436.817965322969	379.421421049371	453.108695983671	95.400528518928	68.4480265578343	50.8315938246244	111.691909038109	62.0539869686627	126.41595445961	51.0763909069934	78.0266539049739	75.3373859266415	61.2548300261244	57.455320280579	70.2139810078983
CG33466	63.1861622304715	47.6819613180089	51.6719462956238	109.045308325609	107.643344259609	88.3999607111286	65.3665428892515	70.1086414293534	74.7039854576242	94.7316069375113	77.4329430713003	69.7090301513339	431.422390080041	280.209108721134	331.51039450842	340.660322566233	419.538911896828	375.417076880054	457.926263304079	471.627774714509	383.38358616002	389.050947463222	346.373502262919	262.13219576282
CG33473	157.965405576179	117.218154906772	129.17986573906	106.674758144618	140.031607134182	178.027698654356	150.845868205965	161.789172529277	139.447439520898	163.148878614603	129.054905118834	124.169209957064	348.741932030303	376.464146068089	325.985221266613	441.183040700532	302.175936543053	394.571009373935	292.368306571066	287.831656627237	333.158662208926	311.240757970578	297.126084879565	327.665244703525
CG33488	123.213016349419	95.3639226360178	93.2965697004319	93.6367321491645	98.1173845906171	90.8555151753266	65.3665428892515	80.8945862646385	62.2533212146868	110.520208093763	129.054905118834	108.920359611459	106.000587243253	128.340049795939	117.133672726308	167.537863557164	121.409974503905	80.4465164742973	98.6302720962631	97.0998359706342	68.6407293998289	77.8101894926445	121.476962878938	106.10112685638
CG3350	157.965405576179	168.873613001281	153.580507045326	139.862460678499	119.074495862399	159.611040172871	100.56391213731	180.664575991026	102.095446792086	134.203109828141	129.054905118834	93.671509265855	926.445132506034	986.0793825988	760.263838072643	787.42795871867	932.158804246651	1068.78943315852	741.488295580835	764.661208268745	738.306382081086	640.692411354328	730.503357853075	689.657324566468
CG33505	652.397125029618	737.083652040887	671.73530184311	830.877838437523	672.532752630832	724.388566938415	593.327081610129	620.191828028896	592.651617963818	731.538520239671	714.964174358339	640.451714515381	440.962442931934	352.935136938833	417.703097080609	513.782781575303	410.095913879858	375.417076880054	331.115913466026	303.436987408232	393.428570950239	379.11773178331	380.846694431266	424.404507425519
CG33520	420.187978832636	367.548451826318	437.776211671257	342.544501153273	387.706558527973	336.410961595128	359.515985890883	444.920224455512	473.12524123162	368.400693645877	304.569576080448	311.512228488774	161.120892609745	164.703063904789	239.792518694424	128.445695393826	153.785967704947	114.923594963282	165.557956733013	206.337151437598	199.225531672674	218.530744958065	203.555991851194	173.194486486149
CG33525	339.625621988784	433.111148638581	463.612184819069	340.173950972281	307.68849730844	362.194283469207	341.917301266854	283.131051926235	383.480458682471	313.140589598996	343.286047616098	318.047450065461	313.76173824003	248.124096272149	214.376721782112	329.491131662422	268.450943625302	367.755503882502	243.053170522934	185.530043729605	244.427963228659	155.620378985289	195.348088953968	266.813127830014
CG3353	210.093989416318	206.621832378038	244.006413062668	209.793691017748	161.941314372863	171.888812493861	170.958650633427	264.255648464486	263.954081950272	194.726080927107	175.514670961614	169.915760993877	268.181485725431	348.657135278968	355.821156772371	441.183040700532	408.746914163148	306.462919902085	424.462420985704	371.060087459209	395.102735081942	403.95077098309	321.749793571242	397.879225711424
CG3356	342.784930100308	276.158025966801	295.678359358292	316.468449162366	296.25734570565	279.933208918574	213.698313291784	172.575117364562	241.542886312985	242.091884395862	263.272006442421	239.62479114521	127.200704691904	177.537068884383	140.339400341898	111.691909038109	95.7789798864142	88.1080894718495	121.526585261467	126.576571890291	122.21398161433	74.4991175993404	101.777995925597	107.661437545444
CG3359	315.930811152358	363.574955049818	317.208336981468	261.945794999561	298.162537639448	252.922109812396	256.43797595014	312.792400223269	301.306074679084	228.934716765652	247.785417828161	211.305497646231	431.422390080041	355.074137768765	432.068547509307	424.429254344815	470.800901131811	505.66381783844	387.476068949605	331.179797685556	329.810333945519	420.50613044961	397.262500225717	358.871458484814
CG33649	217.992259695127	210.595329154539	137.79185678833	161.197412307422	211.476304651621	270.110991061782	286.607149591333	172.575117364562	94.6250482463239	194.726080927107	371.678126742241	400.82692337017	138.860769288662	151.869058925195	169.070301199294	195.460840816691	207.745956373349	130.246740958386	151.467917862118	249.685292495917	185.832218619049	337.72933311701	362.78930805737	268.373438519078
CG33650	217.992259695127	210.595329154539	137.79185678833	161.197412307422	211.476304651621	270.110991061782	286.607149591333	172.575117364562	94.6250482463239	194.726080927107	371.678126742241	400.82692337017	138.860769288662	151.869058925195	169.070301199294	195.460840816691	207.745956373349	130.246740958386	151.467917862118	249.685292495917	185.832218619049	337.72933311701	362.78930805737	268.373438519078
CG3368	543.400995182055	556.289548710104	742.06656207882	398.252430406573	428.668185104638	476.377566054415	719.031971781766	539.297241764257	806.803042942341	410.503630062549	366.515930537488	335.474707603295	240.621333042185	280.209108721134	258.578107716567	173.122459009069	206.396956656639	275.816627911877	216.634347640007	267.024548919244	276.237081731019	135.753947625465	116.552221140603	174.754797175214
CG33691	461.258984282442	367.548451826318	374.621610643273	360.323627510709	460.103852012311	374.472055790197	434.938919993866	269.648620882129	453.20417844292	471.026601161515	345.867145718474	359.437186717816	393.26217867247	363.630141088495	337.035567750227	290.398963499084	310.269934843314	298.801346904533	331.115913466026	315.574466904561	298.00121544316	218.530744958065	233.104442281206	259.011574384691
CG33692	409.130400442303	345.694219555564	334.43231908001	320.024274433853	426.76299317084	341.322070523524	399.741550745807	256.166189838022	418.342318562695	421.029364166717	320.056164694708	324.582671642149	356.161973137331	340.101131959239	309.409701541192	262.475986239557	290.034939092663	245.170335921668	295.890816288789	279.162028415573	272.888753467612	180.453418185069	203.555991851194	238.727535426854
CG33717	137.429902851276	93.3771742477674	180.851812034683	79.4134310632155	69.5395055836413	39.2888714271683	108.106205547608	151.003227693992	119.526376732199	92.1001734114694	87.757335480807	54.4601798057297	263.941462235701	252.402097932014	207.746513891943	268.060581691462	221.23595354045	314.124492899637	176.125485886184	195.933597583601	187.506382750752	192.042169811633	182.215444318408	202.840389578373
CG33718	137.429902851276	93.3771742477674	180.851812034683	79.4134310632155	69.5395055836413	39.2888714271683	108.106205547608	151.003227693992	119.526376732199	92.1001734114694	87.757335480807	54.4601798057297	263.941462235701	252.402097932014	207.746513891943	268.060581691462	221.23595354045	314.124492899637	176.125485886184	195.933597583601	187.506382750752	192.042169811633	182.215444318408	202.840389578373
CG33720	287.497038148645	349.667716332065	223.911767281037	438.551783483429	579.178347874711	580.738630782831	417.340235369836	358.632665773231	351.108731650834	918.370300588652	542.030601499102	566.385869979588	55.1203053664917	59.892023238105	76.2473907369366	111.691909038109	94.4299801697042	160.893032948595	75.7339589310592	53.7516949123154	90.4048631119698	134.098411678813	175.649122000627	106.10112685638
CG33747	202.195719137509	178.807354942533	180.851812034683	148.159386311969	152.415354703871	105.588841960515	213.698313291784	237.290786376273	241.542886312985	105.257341041679	185.839063371121	156.845317840501	393.26217867247	346.518134449036	505.00083430116	312.737345306706	307.571935409894	237.508762924116	590.020377718717	556.590131188814	445.327659033036	375.806659890006	372.638791534041	277.735302653464
CG33748	202.195719137509	178.807354942533	180.851812034683	148.159386311969	152.415354703871	105.588841960515	213.698313291784	237.290786376273	241.542886312985	105.257341041679	185.839063371121	156.845317840501	393.26217867247	346.518134449036	505.00083430116	312.737345306706	307.571935409894	237.508762924116	590.020377718717	556.590131188814	445.327659033036	375.806659890006	372.638791534041	277.735302653464
CG3376	304.873232762025	280.131522743302	299.984354882927	405.364080949548	334.361184381618	257.833218740792	253.923878146708	280.434565717414	301.306074679084	289.457687864618	283.920791261434	254.873641490815	610.563382521139	650.256252299426	660.810719720117	642.228476969128	550.391884417704	528.648536831097	686.889394956118	787.20224161907	770.115500583446	600.95954863468	682.897521049167	663.132042852373
CG33785	304.873232762025	290.065264684554	399.02225194954	342.544501153273	274.347638466968	438.316471859346	306.719932018795	377.50806923498	321.227137467784	418.397930640675	580.747073034752	444.395067214754	226.841256700562	228.873088802758	214.376721782112	284.814368047179	280.591941075692	218.354830430236	207.828073345697	166.456861663944	269.540425204206	291.374326610754	249.520248075657	269.933749208142
CG33786	304.873232762025	290.065264684554	399.02225194954	342.544501153273	274.347638466968	438.316471859346	306.719932018795	377.50806923498	321.227137467784	418.397930640675	580.747073034752	444.395067214754	226.841256700562	228.873088802758	214.376721782112	284.814368047179	280.591941075692	218.354830430236	206.066818486836	166.456861663944	269.540425204206	291.374326610754	249.520248075657	269.933749208142
CG3385	107.416475791802	119.204903295022	111.955883640518	80.5987061537112	93.3544047561211	96.9944013358216	110.620303351041	137.520796649886	144.427705218073	99.9944739895953	92.9195316855603	89.3146948813966	178.080986568666	181.815070544247	156.914920067319	201.045436268597	133.550971954296	180.046965442475	130.332859555776	147.383679598284	149.00060772158	147.342699252029	109.985898822823	151.350136839247
CG3386	113.735092014849	85.4301806947659	133.485861263695	132.750810135524	128.600455531391	125.233277674099	70.394738496117	115.948906979315	79.6842511547991	107.888774567721	131.63600322121	102.385138034772	190.801057037856	186.093072204112	258.578107716567	178.707054460975	214.490954956899	149.400673452266	227.201876793178	223.676407860925	242.753799096956	215.219673064761	213.405475327865	191.918214754922
CG33931	36.3320432825211	53.64220648276	103.343892591248	271.427995723527	331.50339648092	292.210981239564	52.7960538720877	64.7156690117108	82.1743840033866	302.614855494828	343.286047616098	257.052048683044	1199.92664759363	1078.05641828589	934.859312513744	1234.19559487111	1274.80473229101	1302.46740958386	1091.97801249434	858.293192954713	1012.8692996804	794.657254392965	889.736674059251	945.54827757303
CG33932	36.3320432825211	53.64220648276	103.343892591248	271.427995723527	331.50339648092	292.210981239564	52.7960538720877	64.7156690117108	82.1743840033866	302.614855494828	343.286047616098	257.052048683044	1199.92664759363	1078.05641828589	934.859312513744	1234.19559487111	1274.80473229101	1302.46740958386	1091.97801249434	858.293192954713	1012.8692996804	794.657254392965	889.736674059251	945.54827757303
CG33935	270.120843535266	307.946000178807	297.113691199837	265.501620271049	277.205426367666	224.683233474118	196.099628667754	277.738079508592	298.815941830497	184.200346822939	118.730512709327	187.34301853171	197.161092272451	218.178084653097	218.796860375557	195.460840816691	222.58495325716	180.046965442475	207.828073345697	215.006779649262	202.57385993608	142.376091412073	174.007541421182	199.719768200244
CG33956	546.560303293579	548.342555157102	574.132736618042	414.846281673514	409.616265766654	564.777526765544	623.496255251322	860.17910061399	667.355603421443	615.755445093824	614.301348365649	544.601798057296	363.582014244359	494.109191714366	317.144944079722	362.998704373855	314.316933993444	589.941120811514	251.859444817243	339.84942589722	344.877811130848	230.119496584629	272.502376187889	215.322875090888
CG33957	413.869362609589	476.819613180089	522.460790322419	305.800973347904	317.214456977432	379.383164718593	462.593995831626	337.060776102661	475.615374080207	394.715028906297	271.015300749551	350.723557948899	144.160798650825	134.757052285736	169.070301199294	139.614886297637	84.9869821527337	91.9388759706255	82.7789783665066	116.173018036295	130.584802272845	74.4991175993404	105.061157084487	118.583612368895
CG3396	124.792670405181	170.860361389532	216.735108073311	195.570389931799	112.406324094105	158.383262940772	135.761281385368	137.520796649886	159.368502309598	84.2058728333434	92.9195316855603	111.098766803688	438.842431187069	335.823130299375	332.615429156781	374.167895277666	503.176894332852	490.340671843336	408.611127255947	554.856205546481	500.57507537924	402.295235036438	479.341529197973	536.746877038156
CG33964	423.347286944159	298.012258237556	462.176852977524	509.668288913174	490.586922953086	467.783125429722	351.973692480585	393.686986487908	453.20417844292	442.080832375053	374.259224844618	405.183737754629	235.321303680022	254.541098761946	342.560740992034	273.645177143368	241.470949291101	268.155054914324	281.800777417895	277.428102773241	309.720364365082	269.852359304278	370.997210954596	266.813127830014
CG33967	276.439459758313	357.614709885067	317.208336981468	297.504047714434	224.81264818821	266.427659365485	291.635345198199	285.827538135056	298.815941830497	242.091884395862	196.163455780627	187.34301853171	970.965379148201	1035.27640168724	1111.66485625157	1541.34834472591	1413.75170311214	1528.48381301165	887.672448866368	1071.56604696164	1017.89179207551	2099.21958035475	2007.65304866137	1735.06548623962
CG33978	913.040044230314	913.90425859517	943.013019895135	643.604374139194	878.293481481058	634.760828995187	492.763169472819	571.655076270112	921.349153977365	763.115722552175	500.733031861075	871.362876891674	253.341403511375	154.008059755127	351.401018178925	217.799222624313	260.356945325042	241.339549422892	398.043598102776	409.20645159053	254.472948018878	455.272385329303	398.904080805162	266.813127830014
CG3399	811.942184661559	645.69322618137	536.81410873787	880.659392238345	849.715602474082	1139.37727138788	1078.54795767265	663.335607370036	520.437765354782	1089.41347978138	1331.84662082636	1551.02592086718	196.101086400019	254.541098761946	167.965266550933	396.506277085288	273.846942492142	314.124492899637	176.125485886184	267.024548919244	266.1920969408	397.328627196482	370.997210954596	372.914254686393
CG33991	653.97677908538	441.058142191582	528.202117688599	736.055831197863	904.966168554236	837.344072291523	437.453017797298	374.811583026159	503.006835414669	1163.09361851056	807.883706043899	975.926422118675	80.5604463048725	79.1430307074959	68.5121481984068	195.460840816691	128.154973087456	226.016403427788	100.391526955125	53.7516949123154	71.9890576632352	182.108954131721	210.122314168974	166.953243729892
CG33993	355.422162546402	365.561703438068	374.621610643273	295.133497533443	331.50339648092	332.727629898831	226.268802308947	393.686986487908	293.835676133322	334.192057807332	294.245183670941	274.479306220877	603.143341414111	517.638200843622	493.950487817546	564.044140642452	747.345843057373	643.572131794379	641.09676862571	556.590131188814	582.609117832694	771.479751139836	636.933264824704	627.244897003891
CG3400	352.262854434879	234.436309813544	376.056942484818	560.635117804491	502.970670522775	438.316471859346	349.459594677152	299.309969179163	435.773248502808	439.449398849011	469.759854632555	524.996133327234	244.861356531915	248.124096272149	226.532102914087	379.752490729572	334.551929744095	413.724941867815	170.841721309599	251.419218138249	200.899695804377	195.353241704937	310.258729515126	376.034876064522
CG3402	315.930811152358	361.588206661567	353.091633020096	669.680426130101	592.5146914113	469.010902661821	236.325193522678	339.757262311482	308.776473224847	605.229710989656	717.545272460716	657.878972053214	389.02215518274	451.32917511572	392.287300168297	463.521422508154	455.961904248	524.817750332321	413.894891832533	332.913723327889	388.406078555129	539.704718608555	413.678306020168	444.688546383356
CG34056	391.754205828923	299.999006625806	364.574287752457	323.580099705341	290.541769904255	376.927610254395	362.030083694316	342.453748520303	393.440990076821	344.7177919115	283.920791261434	313.690635681003	695.363852315742	663.09025727902	528.206561916749	692.489836036278	669.10385948819	873.419321720942	579.452848565546	528.84732091149	671.339816812961	486.727568315691	615.592717291917	538.30718772722
CG3407	154.806097464655	147.019380730527	83.2492468096162	184.902914117338	187.661405479141	263.972104901287	236.325193522678	188.75403461749	79.6842511547991	189.463213875023	221.974436804394	291.906563758711	163.24090435461	186.093072204112	138.129331045175	312.737345306706	238.772949857681	233.67797642534	123.287840120329	208.071077079931	195.877203409268	398.984163143134	403.828822543498	419.723575358325
CG34100	729.800173761946	901.983768265668	887.035078074876	663.754050677622	689.679480035017	653.177487476672	741.658852012661	587.83399352304	717.158260393192	744.695687869881	655.598918003675	758.085702895757	1339.84742275472	1219.23047306142	1243.16397940657	1049.90394495823	1251.87173710694	1348.43684756917	1074.36546390572	868.69674680871	1004.49847902189	980.07728041799	801.091322769215	915.902374480807
CG34104	612.905773635574	584.104026145609	688.959283941651	623.454697600766	685.869096167421	672.821923190256	487.734973865953	593.226965940683	699.72733045308	492.078069369851	583.328171137129	529.352947711692	339.201879178411	237.429092122488	279.573766035434	240.137604431935	245.517948441231	344.770784889846	373.38603007871	258.35492070758	294.652887179753	203.630921438197	274.143956767334	285.536856098786
